##NAME|SUBNAME|OFFICE|TELNUM|NEWADDR|MAJOR|BIRTH|STATUS|SOURCE2@@변호사
법무법인/아태|||755-2980|서울 송파구 법원로 90 , 614호(문정동, 파트너스2)||||대한변호사협회
선명/법무법인|||559-0900|서울 강남구 테헤란로 306 ,14층(역삼동,카이트타워)||||대한변호사협회
법무법인/자유로|||031-908-9800|경기 고양시 일산동구 장백로 206. 5층 (장항동, 이지로빌딩)||||대한변호사협회
법무법인/케이알|||592-9410|서울 서초구 서초동 1677-1(브라운스톤서초 2층)||||대한변호사협회
법무법인/통일|||031-908-6700|경기 고양시 일산동구 중앙로 1187,2층(장항동,흥국생명빌딩)||||대한변호사협회
법무법인/태양|||053-752-4215|대구 수성구 범어동 173-1||||대한변호사협회
법무법인/로시스|||032-861-5511|인천 남구 학익동 251-33(로시스빌딩 지층, 2층, 3층, 8층)||||대한변호사협회
법무법인/해동|||032-245-3000|인천 미추홀구 소성로 171, 3, 5층 (학익동, 대흥평창로시스빌딩)||||대한변호사협회
법무법인/로쿨|||031-216-3700|경기 수원시 영통구 광교중앙로266번길 30, 601호 (하동,그랜드프라자)||||대한변호사협회
법무법인/길상|||3486-0037|서울 서초구 서초동 1656-2(일광빌딩5층)||||대한변호사협회
법무법인/이현|||587-1545|서울 서초구 서초대로 50길 104,3층(코랜드빌딩, 서초동)||||대한변호사협회
법무법인/삼일|||053-553-0031|대구 달서구 달서구 장산남로 21 ,308호,309호(용산동,법조빌딩 )||||대한변호사협회
법무법인/새얼|||032-861-6666|인천 미추홀구 학익소로 66, 101호, 102호, 501호, 601호, 602호 (학익동, 선정빌딩)||||대한변호사협회
법무법인/정동국제|||755-0199|서울 강남구 언주로 432-6,5층(역삼동,성보빌딩Ⅱ)||||대한변호사협회
법무법인/송백|||3474-5300|서울 서초구 서초동 1573-1(서초프라자 6층)||||대한변호사협회
법무법인/중추|||591-0220|서울 서초구 서초동 1697-12(중추빌딩 3층)||||대한변호사협회
법무법인/동산|||031-555-0303|경기 구리시 인창동 264-4 쌍용 플래티넘 선스타워 404호||||대한변호사협회
법무법인/공평종합|||031-317-5300|경기 안양시 동안구 시민대로 297 ,201호,202호(관양동,한솔센트럴파크3차빌딩 )||||대한변호사협회
법무법인/산하|||537-3322|서울 강남구 테헤란로16길 15 , 9층, 10층, 11층 (역삼동, 산하로타워)||||대한변호사협회
법무법인/조율|||597-9800|서울 서초구 서초대로 301,19층(서초동,동익성봉빌딩)||||대한변호사협회
법무법인/남산|||777-0550|서울 중구 퇴계로 97,1701호(충무로1가, 고려대연각타워)||||대한변호사협회
강남종합/법무법인|||532-9500|서울 동작구 사당1동 1007-39 (우석빌딩 7층)||||대한변호사협회
법무법인/천우|||591-6100|서울 서초구 서초3동 1708-1(화인빌딩 3층)||||대한변호사협회
서도/법무법인|||041-568-6000|충남 천안시 동남구 청수14로 96 , 1층 101-1호(청당동, 백석문화센터)||||대한변호사협회
공증인가/법무법인/수호|||031-715-4411|경기 성남시 분당구 구미동 8-2 엠디프라자 603호||||대한변호사협회
법무법인/온누리|||031-475-2500|경기 안산시 광덕서로 68 , 3층(고잔동,삼영빌딩)||||대한변호사협회
법무법인/화현|||535-1766|서울 서초구 반포대로30길 29 , 5층~10층(서초동, 마운틴뷰)||||대한변호사협회
법무법인/신성|||051-949-5000|부산 연제구 거제동 1492-1(세종빌딩 3，4층)||||대한변호사협회
법무법인/우리들|||051-949-2001|부산 연제구 거제동 1489-4(법조타운 2층)||||대한변호사협회
법무법인/현무|||031-318-4700|경기 시흥시 하중동 873-1(금천프라자 103， 303호)||||대한변호사협회
법무법인/와이비엘|||596-4646|서울 서초구 법원로3길 6-9,3층 (서초동,법조빌딩)||||대한변호사협회
법무법인/서석|||062-226-7400/1|광주 동구 지산동 715-2 (법조타운 206호)||||대한변호사협회
법무법인/코리아|||3481-8326/7|서울 서초구 서초대로42길 54,2층(서초동,건설기계회관)||||대한변호사협회
법무법인/서정|||311-1114|서울 강남구 테헤란로 145,15층(역삼동,우신빌딩)||||대한변호사협회
법무법인/대유|||595-8771|서울 서초구 서초대로51길25 ,701호(서초동,로펌타워)||||대한변호사협회
법무법인/한서|||588-0220|서울 서초구 서초대로 341, 7층 (서초동, 정보통신공제조합회관)||||대한변호사협회
법무법인/다우|||784-9000|서울 영등포구 여의도동 26-5 (대오빌딩 5층)||||대한변호사협회
법무법인/금강|||055-335-5324|경남 김해시 우암로 175, 201-1호 (내동)||||대한변호사협회
법무법인/정세|||581-4040|서울 서초구 서초동 1553-5 (오퓨런스빌딩 15층)||||대한변호사협회
법무법인/청률|||051-507-1001,6|부산 연제구 거제동 1487-1(정림빌딩 401호)||||대한변호사협회
법무법인/김해앤세계|||055-323-8009|경남 김해시 부원동 620-3||||대한변호사협회
법무법인/탐라|||064-726-6111,721-7701|제주 제주시 남광북5길 2, 3층, 4층 (이도이동, 영산빌딩)||||대한변호사협회
법무법인/범어|||053-215-0200|대구 수성구 동대구로 351 (범어동)||||대한변호사협회
법무법인/프라임|||02-704-9800|서울 마포구 공덕동 105-153(문산빌딩 2층)||||대한변호사협회
법무법인/세영|||053-744-3900|대구 수성구 동대구로 348-15, 1층, 3층 (범어동, 율촌빌딩)||||대한변호사협회
경희/법무법인|||031-322-4959|경기 용인시 처인구 금령로 36,401호(김량장동,거성빌딩)||||대한변호사협회
법무법인/서울다솔|||536-2205-6|서울 서초구 서초동 1695-5(로펌애비뉴 506호)||||대한변호사협회
법무법인/우리하나로|||054-457-2626|경북 구미시 송정동 58 (301호)||||대한변호사협회
법무법인/한누리|||537-9500|서울 서초구 서초중앙로24길 27, 431호 (서초동, G5센트럴프라자)||||대한변호사협회
법무법인/장인|||031-217-6600|경기 수원시 영통구 원천동 83-8 장인빌딩 2, 3층||||대한변호사협회
법무법인/새천년|||061)273-1212|전남 목포시 옥암동 1202-1||||대한변호사협회
법무법인/강서|||2602-8899|서울 양천구 신정4동 1010-14(동남빌딩 201호)||||대한변호사협회
법무법인/단원|||031-487-9100|경기 안산시 단원구 광덕서로(고잔동,중앙법조빌딩) 72, 102호, 201호, 202호||||대한변호사협회
법무법인/세창|||595-7121|서울 서초구 서초대로 254,16층 (서초동,오퓨런스빌딩)||||대한변호사협회
동서/법무법인|||055) 284-3200|창원시 성산구 창이대로689번길 10 ,(사파동,성은빌딩)||||대한변호사협회
법무법인/창조|||02-588-4411|서울 서초구 반포대로 112 ,5층(서초동,장생빌딩)||||대한변호사협회
법무법인/소명|||596-3701|서울 서초구 서초동 1657-5(카이스시스템빌딩 10층)||||대한변호사협회
법무법인/송파합동|||419-8613,2203-7262~3|서울 송파구 백제고분로 365,8층 (석촌동,태문빌딩)||||대한변호사협회
한려/법무법인|||055-642-7600-1|경남 통영시 용남면 동달안길 19, 1층(경동빌딩)||||대한변호사협회
법무법인/새한양|||591-3440|서울 서초구 법원로 15,306호 (서초동,정곡서관)||||대한변호사협회
법무법인/대성|||3453-0574,3453-3977|서울 강남구 역삼동 814-5(흥국생명빌딩 5층)||||대한변호사협회
법무법인/새대구|||053-743-5500|대구시 수성구 동대구로 363,3층 (범어동,삼일빌딩)||||대한변호사협회
법무법인/하나|||3481-3000|서울 서초구 서초동 1716-6 기영빌딩 4, 5층||||대한변호사협회
법무법인/이데아|||596-5001|서울 서초구 법원로3길 20-3 , 1층 (서초동, 은곡빌딩)||||대한변호사협회
법무법인/원율|||052-223-1616|울산 남구 옥동 583-4(삼호빌딩 1,2층)||||대한변호사협회
법무법인/한백|||596-7000|서울 서초구 서초동 1719-4(동일빌딩4층)||||대한변호사협회
법무법인/천지인|||3477-1100|서울 서초구 서초중앙로 152,3,4층 (서초동,우민빌딩)||||대한변호사협회
법무법인/포항종합|||054-251-2211|경북 포항시 북구 법원로 179 , 4층(양덕동, 대유빌딩)||||대한변호사협회
법무법인/부산동부|||051-782-2233|부산 해운대구 재반로112번길 14, 2층 (재송동,동은빌딩)||||대한변호사협회
한밭/법무법인|||042-472-4720|대전 서구 문예로 73 ,707호(둔산동,변호사회관)||||대한변호사협회
내외/법무법인|||055-266-8811/2|경남 창원시 성산구 동산로 (사파동) 220번길 27(사파동)||||대한변호사협회
법무법인/한중|||521-6090|서울 서초구 반포대로30길 81,15층(서초동,웅진타워)||||대한변호사협회
법무법인/상록|||031-506-3322|경기 안산시 단원구 고잔동 707(안산법조타운 309호)||||대한변호사협회
법무법인/일원|||02-595-3600|서울 서초구 서초중앙로 117 (서초동, 훈민타워) 2층||||대한변호사협회
법무법인/빛고을종합|||062)222-9880|광주 동구 지산동 373-7 2층||||대한변호사협회
법무법인/소망|||02-977-8500|서울 서초구 서초중앙로 166, 6층 (서초동,서원빌딩)||||대한변호사협회
법무법인/두우|||595-1255|서울 서초구 서초중앙로 215 , 4층(반포동, 홍익대학교강남교육원)||||대한변호사협회
법무법인/율곡|||033-645-6911/3|강원 강릉시 성내동 21 (3층)||||대한변호사협회
법무법인/화인|||3486-­3366|서울 서초구 서초대로 280 , 4, 5층 (서초동, 태양빌딩)||||대한변호사협회
홍익/법무법인|||779-2223/6,752-4281|서울 중구 서소문동 55-4 (배재빌딩 402호)||||대한변호사협회
법무법인/호남종합법률사무소|||063-277-6360|전북 전주시 덕진구 덕진동1가 1407-1 (동승빌딩 2，3층)||||대한변호사협회
법무법인/청풍로펌|||043-292-8008|충북 청주시 서원구 원흥로86 (산남동)||||대한변호사협회
법무법인/한맥|||597-0050|서울 서초구 반포대로30길 81,1001호(서초동,웅진타워)||||대한변호사협회
법무법인/한마음|||031-657-9090|경기 평택시 평남로 1023, 201호, 302호, 401호, 502호 (동삭동, 법률회관)||||대한변호사협회
법무법인/티엘비에스|||498-1177|서울 광진구 천호대로 561, 12층 (중곡동, 영창빌딩)||||대한변호사협회
평택/법무법인||||||||대한변호사협회
법무법인/태화|||052-261-7373|울산 남구 옥동 289-11(한마음빌딩 1-6층)||||대한변호사협회
법무법인/치악종합법률사무소|||033-744-2488,745-2488|강원 원주시 무실동 1811-3, 3층||||대한변호사협회
법무법인/청해|||051-244-9697|부산 해운대구 재송동 1210 벽산이센텀클래스원 11층||||대한변호사협회
창원/법무법인|||055-283-6666|경남 창원시 성산구 창이대로689번길 4-4 (사파동, 가야빌딩) , 경남 창원시 성산구 창이대로 689번길 4-24 더원2 빌딩||||대한변호사협회
법무법인/겨레|||032-861-5200|인천 남구 소성로 171, 206호, 601호, 603호, 701호 (학익동,로시스빌딩)||||대한변호사협회
중도/법무법인|||042-472-­9500|대전 서구 문예로 73 ,  405호, 605호, 703호(둔산동, 변호사회관)||||대한변호사협회
제일종합/법무법인|||031-741-9599|경기 성남시 수정구 단대동 94-3 (신생빌딩 1층,3층)||||대한변호사협회
법무법인/신화|||525-7333|서울 서초구 서초중앙로 117, 9층 (서초동, 훈민타워)||||대한변호사협회
법무법인/을지|||2055-1919|서울 서초구 서초동 1554-5(한승아스트라빌딩 11층)||||대한변호사협회
법무법인/정우|||052-257-5155|울산 남구 문수로 481, 1~3층,5층(신정동,정우빌딩)||||대한변호사협회
법무법인/우성|||972-3136|서울 서초구 서초대로 274 , 10층(서초동, 3000타워)||||대한변호사협회
법무법인/우리법률|||032)529-2131|인천 부평구 부흥로294번길4 ,301호(부평동,추인타워 )||||대한변호사협회
법무법인/남부제일|||2635-5505|서울 영등포구 영등포동4가 79 신중앙빌딩 2층||||대한변호사협회
영남법무법인|||053-743-7584/5|대구 수성구 범어3동 33-2 외 5필지(범어빌딩 2층)||||대한변호사협회
법무법인/해마루|||031-401-3680|경기 안산시 단원구 광덕서로 82,102, 202, 203호 (고잔동,한남법조빌딩)||||대한변호사협회
경북/법무법인|||054-853-5060/5|경북 안동시 동부동 75-6(한양상가빌딩 1층)||||대한변호사협회
법무법인/아시아|||532-8280|서울 서초구 서초중앙로 145, 3층 (서초동, 중산빌딩)||||대한변호사협회
법무법인/신세기|||599-2580|서울 서초구 서초동 1717-6(대신빌딩 1,5층)||||대한변호사협회
법무법인/시민|||031-449-8794|경기 안양시 동안구 비산동 1112번지 (삼성생명빌딩 2층)||||대한변호사협회
법무법인/세종|||316-4114|서울 종로구 종로3길 17 (청진동, 디타워 디2)||||대한변호사협회
세계/법무법인|||598-1100|서울 서초구 법원로3길6-9 ,1층 101-2호(서초동,법조빌딩)||||대한변호사협회
성심종합/법무법인|||452-5900|서울 광진구 구의동 243-7 (덕운빌딩 2층)||||대한변호사협회
법무법인/서해|||032-423-7700|인천 남구 학익동 269-20(인성빌딩 2， 3， 4， 5층)||||대한변호사협회
서초법무법인|||594-4395/6|서울 서초구 서초동 1713-4(길도빌딩 505호)||||대한변호사협회
