##NAME|SUBNAME|TELNUM|ADDR|FEAT@@태권도장
국군춘천병원||033-243-0130||
국군홍천병원||||
국군군의학교||||
정보사령부||02-2153-1133||
육군정보작전지원참모부||||
육군동원정보실||||
육군구조개편실||||
육군법무실||||
육군감찰실||||
육군군종실||||
육군인사검증위원회||||
육군인사사령부||||
육군정보체계관리단||||
육군시험평가단||||
육군제1군사령부||01023260654||
육군제2군단||||
용인대승리태권도장||963-4569|경기 고양시 덕양구 화정동 961번지 은빛마을 제상가동 305호|
라온태권도||566-7575|인천 서구 왕길동 오류지구 60블럭 4.5로트 2층|
엘리트체육관||897-5722|부산 부산진구 부암동 500번지 화승삼서아파트 21동 403|
경희대새한태권도||223-9396|경기 화성시 봉담읍 와우리 봉담그대가3단지아파트 근린생활시설 2동 307, 308, 309호|
고려대한울||02-482-0211|서울특별시 강동구 명일로 301호|
경희대석사丹태권도||909-2820|서울 노원구 월계동 393-14|
대동태권도체육관||291-6633|경남 창원시 의창구 가술리 108-2|
국군양주병원||031-863-1319||
국군병원열차대||||
육군수사단||0425501914||
육군제1경비연대||||
육군군사법원||||
육군사관학교||02-2197-6125||
육군주한미8군한국군지원단||0505-723-4492||
육군교도소||031-640-7611||
차오름정무태권도||325-3280|부산 사상구 괘법동 519-1번지 사상강변동원아파트 상가 403,404|
대세태권도||851-0145|부산 연제구 연산5동 1499-31 스타빌딩 3층|
경희대석사충원태권도||031-903-5454|경기도 고양시 일산동구 숲속마을2로 103-1, 1층(풍동)|
장현학사체육관||528-1234|경기 남양주시 진접읍 장현리 643-29|
용인대골드태권도장||832-2662|전북 익산시 팔봉동 304-4 기안A상가 201호|
황극태권도||0325535060|인천광역시 계양구 계산동 1084-3 은행마을 태산상가 304호|
산성태권도체육관||043-286-5588|충북 청주시 상당구 용담동 423번지 부영e그린아파트 상가 301호|
우정태권도||853-5277|경남 사천시 사남면 월성리 451 푸르지오상가 3층 307호|
빅토리태권도||070-7562-4348|서울특별시 강서구 양천로14길 52  3층|
석사영웅||839-0969|서울특별시 관악구 문성로38길 67  (신림동)|
한체대인화태권도장||758-0620|제주 제주시 일도2동 397-20|
우주체육관||235-5779|울산 동구 화정동 160-8번지 2층|
스타태권도||295-7908|울산 중구 남외동 511-12번지 3층|
스마트||638-1020|대전 동구 성남동 528 스마트뷰@단지내 상가 201호|
청운||624-7999|대전광역시 동구 용전동 169-2번지 4층|
T.I.A 태권도||0428243077|대전 유성구 지족동 907-12 정원빌딩 2층|
강한||0425860852|대전 서구 복수동 469번지 201호|
계명아이태권도||582-8231|대구 달성군 다사읍 매곡리 473번지|
차오름태권도||744-4696|제주특별자치도 제주시 정존11길 37 (노형동) 2층|
수원대유정민태권스쿨||777-0046|인천 동구 송현동 66-194 3층|
간석성신태권도||421-0010|인천 남동구 만수2동 153-6 정문프라자 4층|
용인대예당태권도||8003-3223|경기 화성시 석우동 53번지 우미제일(아)단지내 상가 207호|
홍재태권도체육관||032-884-3481|인천 중구 율목동 정보산업고등학교앞 건물 3층|
용마태권도||516-4229|인천 부평구 청천동 5-5번지 영진@상가 2층|
승리마루태권도||256-9583|울산 남구 삼산동 178-13번지|
천마체육관||675-7360|광주광역시 남구 고싸움로 161|
휘영찬태권도장||374-0569|광주 서구 쌍촌동 1350|
넘버원태권도||571-5511|광주광역시 북구 매곡로 15|
공덕||712-2228|서울 마포구 신공덕동 13-18  3층|
육군전투발진단||||
육군지형정보단||||
육군제3탄약지원대||||
육군레바논평화유지단||||
육군교육사령부||0438306211||
용인대꿈나무태권도장||562-6277|전라북도 고창군 고창읍 월곡리 681번지 1층|
연세태권도||987-8709|서울 강북구 번3동 169-1 세명빌딩 2층|
육군제1군사령부1호송단||||
육군제1군사령부1헌병대대||||
육군제1군사령부102보충대대||||
육군제1군사령부1군견대대||||
육군제11기계화보병사단9여단56대대||||
육군제11기계화보병사단13여단본부||||
호키즈 태권도장||278-4664|전라남도 목포시 원산로145번안길 23 2층(연산동)|
태극태권도9||793-7320|대구 수성구 매호동 하나타운상가 지하1층|
충렬태권도장||292-5532|경남 창원시 마산회원구 내서읍 광려천북로 184 코코프라자 303호|
하늘찬태권스쿨||761-1316|경남 진주시 초전동 687-19번지 2층|
홍익인간태권도||636-3754|경남 거제시 장평동 234-3번지 장평회관 2층|
연세세계태권도장||277-8775|경남 창원시 의창구 도계동 351-1|
용인대국가대표||964-6523|서울 성북구 돌곶이로18길 14 3층(석관동)|
연세체능관||2213-2349|서울특별시 동대문구 황물로 54-3|
배봉||22465777|서울특별시 동대문구 사가정로25길 23  3층|
청도||2634-5535|서울특별시 영등포구 당산로44길 3 삼성타운 509|
구동우태권스쿨||975-4352|서울특별시 노원구 공릉1동 392-24|
한국체대화랑태권도장||3417-0321|서울특별시 종로구 평창동 158-1 글로리아타운 A동 304호|
용인대사비태권도장||041-834-1616|충남 부여군 임천면 성흥로 102-1 2층(군사리)|
합덕체육관||041-362-3303|충청남도 당진시 문화길 13|
경희대 가온 태권도|||세종특별자치시   봉신길 151|
실노사도장||053-857-7844|경상북도 경산시 정평동 230-7번지 3층|
계명대무림도장||053-801-7707|경상북도 경산시 백자로10길 3-11 부기1리 180-3번지 2층|
삼각체육관||062-573-3006|광주광역시 북구 삼각동 752-39|
장산태권도장||062-652-8040|광주광역시 남구 주월1동 968-42|
한국체대 천마태권도||052-244-4858|울산 중구 신기12길 38 (태화동, 동부아파트)|
수주태권도체육관||032-671-0004|경기도 부천시 오정구 성지로102번길 33 3층(고강동)|
월드태권도장||031-997-4046|경기도 김포시 풍무로57번길 51 3층(풍무동)|
승룡종합체육관||031-981-7791|경기도 김포시 애기봉로 868-21 1층(마곡리)|
드림태권도아카데미||070-8158-9551|경기도 고양시 일산동구 일산로 460 201,202호(정발산동, 석우상가)|
도원결의태권도||031-921-2710|경기도 고양시 일산서구 중앙로 1391 5층(주엽동, 레이크타운)|
호림태권도||062-374-9021|광주광역시 서구 유촌동 868-11 2층|
동편아이스타태권도||031-381-9557|경기도 안양시 동안구 동편로 136 301호(관양동, 경진빌딩)|
혁신고려태권도||063-228-8875|전라북도 전주시 완산구 중동 호반벷프디움아파트상가 202호|
종합보급창||044-251-6313||
국제태권도||033-647-6311|강원도 강릉시 솔올로 89 (교동)|
드리움태권도장||042-544-5050|대전광역시 유성구 대정동 314-3 운암빌딩 3층|
아이캔태권도||0632882500|전라북도 전주시 덕진구 출판로 87|
한양대우성태권도장||888-5007|서울특별시 관악구 봉천동 1718-2호 블루밍센터 601호|
해맑은태권도장||02-2065-0887|서울특별시 강서구 화곡동 1081-39|
강한태권도장||051-515-7833|부산광역시 금정구 남산로 37 68|
승리마루금정본관||051-516-7766|부산광역시 금정구 구서동 251-24|
레츠고 동아태권도||052-211-9858|울산광역시 중구 유곡동 469-2번지(3층, 301호)|
VTA 청구수련관||02-2238-8347|서울특별시 중구 신당4동 321-27|
동아체육관||052-243-4989|울산광역시 중구 장춘로 92(성남동)|
마스터즈천마태권도장||031-979-4488|경기도 고양시 덕양구 화신로 45 상가동 2층 201호(행신동, 무원마을1단지)|
가좌경희대태권도장||031-922-1900|경기도 고양시 일산서구 가좌4로 13 양우단지내상가 2층 204호(가좌동, 가좌마을1단지)|
무진태권짐||031-377-7959|경기도 오산시 수청로 193 세교프라자 5층(금암동)|
한국태권도장||031-722-3225|경기도 성남시 중원구 광명로 130 파레스빌딩 2층(성남동)|
동영태권도장||031-741-0993|경기도 성남시 중원구 순환로453번길 51 401호(은행동)|
최강단대태권도장||031-744-7711|경기도 성남시 중원구 둔촌대로425번길 13 2층(상대원동)|
경희대승리태권도||031-575-5232|경기도 남양주시 순화궁로 357 화성프라자 501호(별내동)|
태산체육관||031-511-4646|경기도 남양주시 수레로 1234-24 상가3층 305호(신명아파트)|
능곡연세태권도장||031-970-2825|경기도 고양시 덕양구 토당로32번길 30 2층 1호(토당동)|
신기K타이거즈태권도||031-392-1245|경기도 군포시 삼성로8번길 10 노블타워 5층(부곡동)|
인더짐최강태권도||031-274-114|경기도 용인시 기흥구 구성3로28번길 24 가나프라자 1차 4층 401호(청덕동)|
광성경희대태권도||031-373-3301|경기도 오산시 수목원로 577-15 201호, 202호(세교동, 잔다리마을휴먼시아2단지내상가 2층)|
한류태권도장||02-381-7715|경기도 고양시 덕양구 삼송로 94-6 401호, 402호(삼송동,레몬테라스 4층)|
용인대상록태권도장||031-916-8000|경기도 고양시 일산서구 대산로 116 404호(주엽동, 유화프라자 4층)|
고양용인대백호태권도장||02-381-7007|경기도 고양시 덕양구 신원로 40 502호(신원동, 삼송시티프라자 5층)|
선무효태권도장||031-901-5822|경기도 고양시 일산동구 백석로 105 206호(백석동, 백송마을3단지 상가동 2층)|
용인대해오름태권도장||0312236799|경기도 화성시 와우로73번길 15-7 307호 308호 309호(봉담그대가3단지제2동 3층)|
글로벌태권도교육관|||경기도 화성시 행정중앙2로 63-3 703호(백상프라자 7층)|
남양주비룡태권도장||031-846-9966|경기도 남양주시 청학로학교길 30 4층(청학주공상가)|
백두태권도||031-593-5707|경기도 남양주시 경춘로창벌2길 34-24 5층(청일빌딩)|
용인대탑태권도||031-889-9715|경기도 용인시 수지구 성복2로 174 303호 304호(성복동, 성동마을수지자이아파트상가동 3층)|
점핑킥(JumpingKick)태권도장||031-913-5544|경기도 고양시 일산서구 대산로 165 203호(주엽동, 문촌마을5단지상가)|
경희대대한민국태권도||031-855-1952|경기도 의정부시 백석로68번길 27 302호(호원동)|
한국체대 LEE태권도||061-544-8946|전라남도 진도군 남문길 34(2층)|
도양 인성 태권도장||061-843-1003|전라남도 고흥군 천마로 158|
동아대신진태권도장||051-723-3166|부산광역시 기장군 고촌로34번길 10|
동아대한울태권도장||051-334-6611|부산광역시 북구 만덕2동 268-6|
부산태권도장||051-5-622-6104|부산광역시 수영구 남천동 556|
가평키즈태권도장||010-9298-0805|부산광역시 북구 시랑로79번길 18 구포동|
서현태권도장||031-702-9981|경기도 성남시 분당구 불정로376번길 31 212호,213호(서현동, 효자촌주상복합604동 2층)|
엘리트태권도장||031-764-6071|경기도 광주시 마루들길 224-1 4층(가나빌딩)|
연세세종태권도장||031-773-3049|경기 양평군 옥천면 옥천길54번길 6 2층(옥천리, 보장빌딩)|
의정부신동태권도||0318478784|경기도 의정부시 장금로 35 201호(신곡동,은하수아파트 상가 2층)|
용인대예당태권도장||031-573-8200|경기도 남양주시 해밀예당1로 270 2층(신안인스빌상가동)|
한국체대엄지태권도장||031-571-5446|경기도 남양주시 금강로1576번길 7 2층|
I CAN 원석 태권도장|||대구광역시 달서구 용산동 905번지 평화타운상가 2층|
e그린바람소리태권도장|||대구광역시 북구 동천동 914번지 부영그린타운 상가동 지하 101호|
앞선생각 리더태권도장|||대구광역시 북구 동천동 911-8 602호|
마스터 송즈 태권도장|||대구광역시 북구 국우동 1110-3 현대아파트상가 201호|
최강하늘태권도||054-777-7627|경상북도 경주시 동천로 30번길 8-4 202호(동천동)|
아름찬코리아태권도장||031-296-9592|경기도 수원시 권선구 금호로 202 3층(탑동, 창원빌딩)|
수원경희대올림픽태권도장||031-256-7776|경기도 수원시 장안구 만석로 68번길 10 202호(정자동, 현대코오롱상가 2층)|
비룡키즈태권도||031-572-9963|경기도 남양주시 별내동 826-10번지 리츠프라자 601호|
강호체육관 2관||064-743-4497|제주특별자치도 제주시 인다10길 27 2층(아라일동)|
광주광림태권도장||062-531-0019|광주광역시 서구 동천동 642 세명빌딩 4층|
덕신호랑이태권도장||052-238-5414|울산광역시 울주군 온산읍 덕신리 1349-12번지|
한울인성태권도장||031-963-1811|경기도 고양시 덕양구 혜음로 8 301호(고양동, 삼라마이다스프라자 3층)|
위캔태권도장||031-962-7333|경기도 고양시 덕양구 읍내로 10 4층(고양동,현대빌딩)|
