##NAME|SUBNAME|TELNUM|NEWADDR@@새마을금고
대우조선해양㈜새마을금고|오션플라자지점|055-735-1057|경남 거제시 옥포동
삼성중공업㈜새마을금고|본점|055-630-4921|경남 거제시 장평3로 80
삼성중공업㈜새마을금고|3도크지점|055-630-4918|경남 거제시 장평3로 80
삼성중공업㈜새마을금고|사우매장지점|055-630-4913|경남 거제시 장평3로 75
함안새마을금고|본점|055-583-8005|경남 함안군 가야읍 가야로 39-5
부산대학교병원새마을금고|양산지점|055-365-7861|경남 양산시 물금읍 금오로 20
양산새마을금고|본점|055-384-2901|경남 양산시 북안남4길 7-35
양산새마을금고|교동지점|055-384-2904|경남 양산시 회현1길 5
양산새마을금고|산막동지점|055-389-2906|경남 양산시 양산대로 1158
양산새마을금고|삼성동지점|055-389-0220|경남 양산시 신기서길 18
양산새마을금고|청운지점|055-384-2905|경남 양산시 물금읍 청운로 350
물금새마을금고|본점|055-384-8811|경남 양산시 물금읍 물금로 96-35
물금새마을금고|양산중부지점|055-384-8817|경남 양산시 삽량로 193
물금새마을금고|가촌지점|055-381-8811|경남 양산시 물금읍 새실로 159
물금새마을금고|양주동지점|055-383-8813|경남 양산시 양주로 94
물금새마을금고|물금지점|055-382-8815|경남 양산시 물금읍 물금로 41
물금새마을금고|범어지점|055-383-8811|경남 양산시 물금읍 화합길 38
남양산새마을금고|본점|055-382-3316|경남 양산시 물금읍 야리로 106
남양산새마을금고|화합지점|055-382-3318|경남 양산시 물금읍 오봉로 181
남양산새마을금고|양주지점|055-382-3315|경남 양산시 양주로 42
남양산새마을금고|가촌지점|055-362-3313|경남 양산시 물금읍 물금로 151
남양산새마을금고|범어지점|055-382-3314|경남 양산시 물금읍 황산로 663
남양산새마을금고|석산지점|055-387-3319|경남 양산시 동면 금오13길 20
상북새마을금고|본점|055-374-5691|경남 양산시 상북면 반회서6길 20
상북새마을금고|북정지점|055-374-0691|경남 양산시 북정중앙로 24
상북새마을금고|삼계지점|055-374-0693|경남 양산시 상북면 상북중앙로 407-1
상북새마을금고|동면지점|055-364-5691|경남 양산시 동면 석산3길 27
하북새마을금고|본점|055-382-6674|경남 양산시 하북면 신평중앙길 14
하북새마을금고|용연지점|055-374-6697|경남 양산시 하북면
웅상새마을금고|본점|055-385-2250|경남 양산시 서창서2길 2
웅상새마을금고|덕계지점|055-372-2250|경남 양산시 덕계로 81
웅상새마을금고|평산지점|055-381-2250|경남 양산시 평산로 40
웅상새마을금고|명동지점|055-385-2251|경남 양산시 대운로 167
LH새마을금고|본점|055-922-5748|경남 진주시 충의로 19
망경새마을금고|본점|055-759-4060|경남 진주시 진주대로943번길 11
망경새마을금고|망경지점|055-759-0029|경남 진주시 망경남길 41-1
진주남부새마을금고|본점|055-762-3000|경남 진주시 진주대로 954
진주남부새마을금고|가호지점|055-762-3008|경남 진주시 가좌길74번길 8
제일새마을금고|본점|055-748-1616|경남 진주시 진양호로 451
제일새마을금고|초장지점|055-754-2111|경남 진주시 초북로 46
상봉새마을금고|본점|055-742-8929|경남 진주시 비봉로81번길 12
서부새마을금고|본점|055-741-9904|경남 진주시 창렬로 126
서부새마을금고|상봉한주지점|055-747-7710|경남 진주시 진주대로1208번길 16
중앙새마을금고|본점|055-745-5022|경남 진주시 장대로15번길 5
중앙새마을금고|장대지점|055-745-5033|경남 진주시 장대로43번길 12-1
동진주새마을금고|본점|055-755-1926|경남 진주시 솔밭로 91
동진주새마을금고|금산지점|055-761-7750|경남 진주시 금산면 금산로 99
동진주새마을금고|대곡지점|055-744-2690|경남 진주시 대곡면 남강로2438번길 55
동진주새마을금고|문산지점|055-761-5379|경남 진주시 문산읍 월아산로 1090
신평새마을금고|본점|055-746-8580|경남 진주시 진양호로 234
신평새마을금고|운동장지점|055-745-8580|경남 진주시 석갑로 139
신평새마을금고|평거지점|055-746-8783|경남 진주시 남강로309번길 20
신평새마을금고|신안지점|055-747-8580|경남 진주시 평거로 162
서진주새마을금고|본점|055-748-9983|경남 진주시 진양호로 113
서진주새마을금고|판문동지점|055-746-4230|경남 진주시 판문로 5
진주동부새마을금고|본점|055-756-2805|경남 진주시 대신로457번길 6
진주동부새마을금고|공단지점|055-756-2815|경남 진주시 도동로171번길 22
진주동부새마을금고|도동지점|055-756-2820|경남 진주시 하대로 69
진주동부새마을금고|행복지점|055-756-2807|경남 진주시 초북로 77
새진주새마을금고|본점|055-752-7568|경남 진주시 도동천로 101-7
새진주새마을금고|가호지점|055-763-9797|경남 진주시 강변길 5
봉곡새마을금고|본점|055-741-5348|경남 진주시 진주성로 47
봉곡새마을금고|봉곡지점|055-745-7555|경남 진주시 진주대로 1193
봉곡새마을금고|이현지점|055-746-5303|경남 진주시 서장대로 271
진주중앙새마을금고|본점|055-743-1277|경남 진주시 진양호로 545-1
진주중앙새마을금고|중앙지점|055-745-3877|경남 진주시 진주대로 1070
시민새마을금고|본점|055-745-2250|경남 진주시 촉석로 181
시민새마을금고|촉석지점|055-741-1658|경남 진주시 진양호로 532
참좋은새마을금고|본점|055-748-0180|경남 진주시 진산로 5
참좋은새마을금고|봉수지점|055-742-9961|경남 진주시 향교로 15
참좋은새마을금고|옥봉지점|055-745-0325|경남 진주시 옥봉길9번길 2
고성새마을금고|본점|055-674-6801|경남 고성군 고성읍 중앙로43번길 8-1
고성새마을금고|성내(기독교)지점|055-672-4091|경남 고성군 고성읍 성내로 137-4
새고성새마을금고|본점|055-672-2113|경남 고성군 거류면 거류로 673
새고성새마을금고|용산지점|055-672-8701|경남 고성군 거류면 용산3길 49-2
새고성새마을금고|회화지점|055-673-7201|경남 고성군 회화면 배둔로 28-1
새고성새마을금고|동해지점|055-672-5539|경남 고성군 동해면 장기3길 116
의령정암새마을금고|본점|055-573-3357|경남 의령군 의령읍 의병로 221
거창새마을금고|본점|055-942-5657|경남 거창군 거창읍 아림로 23
하이트맥주새마을금고|3지점|055-250-8158|경남 창원시 마산회원구 3・15성역로 8
반월중앙새마을금고|본점|055-245-2161|경남 창원시 마산합포구 3・15대로 169
반월중앙새마을금고|완월지점|055-243-0338|경남 창원시 마산합포구 고운로 168
동부새마을금고|본점|055-292-3058|경남 창원시 마산회원구 양덕북2길 8
동부새마을금고|회원지점|055-243-3058|경남 창원시 마산회원구 북성로 127
동부새마을금고|합성지점|055-299-1125|경남 창원시 마산회원구 합성남2길 53
마산새마을금고|본점|055-296-7011|경남 창원시 마산회원구 양덕동2길 5
마산새마을금고|한일지점|055-296-7012|경남 창원시 마산회원구 산호천동길 100
석전새마을금고|본점|055-251-3341|경남 창원시 마산회원구 삼호로 231
마산남부새마을금고|본점|055-271-3390|경남 창원시 마산합포구 진동면 삼진의거대로 640
마산남부새마을금고|수정지점|055-222-0458|경남 창원시 마산합포구 구산면 구산로 547
삼성창원병원새마을금고|본점|055-233-8650|경남 창원시 마산회원구 팔용로 158
진해새마을금고|본점|055-544-7123|경남 창원시 진해구 충장로 130
진해새마을금고|중앙지점|055-544-3517|경남 창원시 진해구 백구로 4-1
진해새마을금고|용원지점|055-542-7121|경남 창원시 진해구 안청남로 34
새진해새마을금고|본점|055-551-0311|경남 창원시 진해구 충장로 299
새진해새마을금고|석동지점|055-551-0740|경남 창원시 진해구 석동로 59
새진해새마을금고|마린푸르지오지점|055-551-0314|경남 창원시 진해구 충장로657번길 35
중부새마을금고|본점|055-247-9693|경남 창원시 마산합포구 합포로 79-1
중부새마을금고|합포지점|055-247-7742|경남 창원시 마산합포구 합포동5길 22
중부새마을금고|어시장지점|055-246-0220|경남 창원시 마산합포구 어시장7길 41
동마산새마을금고|본점|055-255-1101|경남 창원시 마산회원구 3・15대로 787
동마산새마을금고|구암지점|055-295-4670|경남 창원시 마산회원구 구암서3길 62
동마산새마을금고|3.15지점|055-294-8667|경남 창원시 마산회원구 구암북9길 22
마창진새마을금고|본점|055-294-9333|경남 창원시 마산회원구 북성로 349
마창진새마을금고|내서지점|055-232-6940|경남 창원시 마산회원구 내서읍 광려천동로 21
마창진새마을금고|삼계지점|055-232-9085|경남 창원시 마산회원구 내서읍 삼계로 53
마창진새마을금고|산호지점|055-241-5056|경남 창원시 마산합포구 합포로 225
마창진새마을금고|해운지점|055-247-3322|경남 창원시 마산합포구 3・15대로 1
지귀동새마을금고|본점|055-238-4492|경남 창원시 의창구 창이대로197번길 10-7
지귀동새마을금고|명곡지점|055-238-2086|경남 창원시 의창구 원이대로189번길 34
지귀동새마을금고|봉곡지점|055-237-7131|경남 창원시 의창구 봉곡로111번길 5
반송새마을금고|본점|055-262-8680|경남 창원시 성산구 반송로 148-18
반송새마을금고|반지지점|055-276-8683|경남 창원시 성산구 원이대로393번길 31
반송새마을금고|내동지점|055-262-6365|경남 창원시 성산구 연덕로184번길 35
반송새마을금고|용호지점|055-285-1346|경남 창원시 의창구 용지로153번길 12
반송새마을금고|사파지점|055-267-3555|경남 창원시 성산구 동산로 162
남창원새마을금고|본점|055-273-1617|경남 창원시 의창구 창원천로 34
남창원새마을금고|팔용지점|055-251-1610|경남 창원시 의창구 팔용로 438
남창원새마을금고|성주지점|055-273-1677|경남 창원시 성산구 대암로 247
창원중앙새마을금고|본점|055-285-4441|경남 창원시 성산구 마디미로 28
창원중앙새마을금고|안민지점|055-275-4441|경남 창원시 성산구 안민안길 28
창원중앙새마을금고|중앙지점|055-284-4441|경남 창원시 성산구 용지로113번길 25
양곡새마을금고|본점|055-286-0221|경남 창원시 성산구 신촌로 108
양곡새마을금고|대림지점|055-286-4221|경남 창원시 성산구 공단로 52
창원새마을금고|본점|055-263-6800|경남 창원시 성산구 상남로58번길 27
창원새마을금고|제일지점|055-263-6802|경남 창원시 의창구 원이대로 663
창원새마을금고|신월지점|055-263-6801|경남 창원시 의창구 신월로 42
동창원새마을금고|본점|055-291-2970|경남 창원시 의창구 동읍 용잠로 14-1
동창원새마을금고|자여지점|055-291-3582|경남 창원시 의창구 동읍 용정길46번길 32-1
현대로템새마을금고|본점|055-269-2832|경남 창원시 의창구 창원대로 488
셰플러코리아(유)직장새마을금고|본점|055-280-8615|경남 창원시 성산구 삼동로 90
S&T중공업(주)새마을금고|본점|055-280-5131|경남 창원시 성산구 남면로 599
S&T중공업(주)새마을금고|외동지점|055-713-5908|경남 창원시 성산구 창원대로 780
테크윈새마을금고|본점|055-260-2284|경남 창원시 성산구 창원대로 1204
하나새마을금고|본점|070-4761-0155|경남 창원시 성산구 웅남로 726
중우새마을금고|본점|055-260-6038|경남 창원시 성산구 공단로 69
두산중공업㈜새마을금고|본점|055-278-7155|경남 창원시 성산구 두산볼보로 22
볼보건설기계코리아㈜새마을금고|본점|055-260-7157|경남 창원시 성산구 두산볼보로 160
효성중공업새마을금고|본점|055-268-9086|경남 창원시 성산구 연덕로 171
한국지엠새마을금고|본점|055-269-1115|경남 창원시 성산구 창원대로 1124
벧엘새마을금고|본점|055-284-4111|경남 창원시 성산구 원이대로863번길 28
벧엘새마을금고|대방지점|055-281-4111|경남 창원시 성산구 가양로124번길 11-7
의창새마을금고|본점|055-299-0066|경남 창원시 의창구 중동중앙로 47
의창새마을금고|소답지점|055-252-0088|경남 창원시 의창구 읍성로 55
의창새마을금고|감계지점|055-291-3530|경남 창원시 의창구 북면 감계로 306
