bztypName|pobsAfstrName|pobsBaseAddr|pobsDtlAddr|pobsGnrlTelno
두발 미용업|손끝차이|서울특별시 강남구 봉은사로72길 39 102호|손끝차이|020000000
영어학원|손나래영어학원|서울특별시 강남구 삼성로115길 47 (삼성동)|3층|025128570
털실|손뜨개이야기|서울특별시 강남구 밤고개로1길 10 (수서동)|지하225|0220406657
컴퓨터교습|손랩정보영재학원|서울특별시 강남구 도곡로 522 (대치동)|삼현빌딩 3층|025539969
반찬|손맛반찬|서울특별시 강남구 남부순환로363길 12-53 (도곡동)|1층 101호 손맛반찬|0234621007
자수재료|손수짓는세상|서울시 강남구 도곡로28길 8(도곡동, 도곡1차 I PARK)|105호|-
폐백음식|손수폐백|서울특별시 강남구 학동로101길 26 (청담동)|223호|025435580
중식|손짜장|서울특별시 강남구 개포로31길 8 (개포동, 푸르지오디아뜨)|1층|-
영어교습소|손창연논리영어교습소|서울특별시 강남구 삼성로 151 (대치동, 선경아파트)|선경상가2층208호|025733581
일반 교과학원|솔(sol)수학학원|서울특별시 강남구 역삼로 444, 502호 (대치동)|솔(sol)수학학원|020000000
의료기기|솔고헬스케어|서울특별시 강남구 선릉로69길 19|501호(역삼동, 역삼래미안상가)|028177974
한식 일반 음식점업|솔낭구|서울특별시 강남구 테헤란로14길 8 (역삼동)|강남역두산위브센티움|-
유학원|솔레이유학원|서울특별시 강남구 자곡로 180 (자곡동)|B동 222호|0260855678
보습학원도서|솔로몬사고력영어학원|서울특별시 강남구 광평로10길 15 (일원동, 상록수아파트)|단지내상가 2층 205호|024598855
그 외 기타 보건업|솔루션의원|서울특별시 강남구 도산대로 333(신사동)|9층|025155501
의학 및 약학 연구개발업|솔리도스|서울특별시 강남구 학동로26길 17 (논현동)|401호|-
한식 일반 음식점업|솔마루|서울특별시 강남구 언주로90길 12 (역삼동)|지층|-
국어교습소|솔밭언어논술국어교습소|서울특별시 강남구 삼성로 151 (대치동, 선경아파트)|선경상가 208호|025629166
약국|솔빛동양약국|서울특별시 강남구 언주로30길 10|1층 110호(도곡동,현대비전21)|07077405462
일반의원|솔빛드림안과|서울특별시 강남구 봉은사로 474 (삼성동, 쌍용 플래티넘)|2동 201외층|0269535826
어린이집|솔빛어린이집|서울특별시 강남구 압구정로80길 17 (청담동)|2층|0269791060
양약|솔약국|서울특별시 강남구 개포로 615 (개포동)|석탑프라자1층|0222269828
약국|솔잎약국|서울특별시 강남구 개포로 615 (개포동)|석탑프라자 3층 308-1호|024458928
수학교습소|솔트수학교습소|서울특별시 강남구 압구정로 114 (신사동)|302호|025120479
한식|솔향기|서울특별시 강남구 봉은사로104길 6 (삼성동)|지하1층|025665856
노래연습장|솜노래연습장|서울특별시 강남구 선릉로86길 40(대치동)|지하1층|025181788
전자상거래 소매 중개업|솜솜데이|서울특별시 강남구 자곡로 260(자곡동, 강남한양수자인아파트)|418동 1층 104호|-
기타 미용업|솜씨네일|서울특별시 강남구 선릉로86길 31 301호|솜씨네일|020000000
한식|송강식당|서울특별시 강남구 영동대로115길 14 (삼성동)|송강민물장어|025459432
한식|송담추어탕|서울특별시 강남구 논현로 160 (도곡동)|송담추어탕|025760436
한식|송담추어탕|서울특별시 강남구 테헤란로104길 9 (대치동)|2층|025685788
단체급식|송도푸드시스템_강남구도시관리공단|서울특별시 강남구 삼성로 628 (삼성동)|지하1층|024309593
한식 일반 음식점업|송림면옥|서울특별시 강남구 논현로76길 6 (역삼동)|1층|025577822
탁구장|송미정탁구교실|서울시 강남구 선릉로4길 7|(개포동,성진빌딩지층)|025739888
커피전문점,서적|송송책방|서울특별시 강남구 언주로110|경남2차상가 203호|07042047572
한식|송송카츠|서울특별시 강남구 언주로30길 13 (도곡동, 대림아크로빌, 대림아크로텔)|지하1층|025777544
한식 일반 음식점업|송송카츠|서울특별시 강남구 언주로30길 13, 지하1층 (도곡동)|송송카츠|020000000
피부 미용업|송스킨|서울특별시 강남구 압구정로28길 22-10|202호|0200000000
한식|송씨해물별관|서울시 강남구 강남대로116길 37|B1호(논현동)|025456779
일반과 내과 소아과|송영명소아과|서울특별시 강남구 선릉로10길 5 (개포동)|2층|025736227
중식|송원|서울특별시 강남구 남부순환로 2917(대치동)|2층 송원 청실종합상가|025667181
일반 교과학원|송원학원|서울특별시 강남구 선릉로 318 2층  201호|송원학원|020000000
요가|송은주 바디테라피|서울특별시 강남구 논현로99길 27|201호(역삼동)|-
한식|송이가|서울특별시 강남구 도곡로37길 46(역삼동)|송이가|025574895
퓨전요리|송이자카야|서울특별시 강남구 선릉로76길 27 (대치동)|1층|025542487
부동산|송지공인중개사사무소|서울특별시 강남구 삼성로107길 13 (삼성동)|103호|5563255
커피 전문점|송커피|서울특별시 강남구 논현로18길 14-6, 1층 (개포동)|송커피|020000000
한식|송탄부대찌개|서울특별시 강남구 개포로 621 (개포동)|지하113송탄부대찌개|024597710
한식 일반 음식점업|송탄부대찌게|서울특별시 강남구 도산대로 166 1층  송탄부대찌개|송탄부대찌게|020000000
한식|송탄부대찌게|서울특별시 강남구 일원로9길 58 (일원동)|1층|0222260374
한식|송포갈비|서울특별시 강남구 강남대로114길 23(논현동)|1층 102호|025158488
건축설계|송현그룹건축사사무소(주)|서울특별시 강남구 언주로 323 (역삼동)|3층|0262075106
태권도|송현근태권도아카데미|서울특별시 강남구 압구정로 309 (압구정동, 현대아파트)|현대8차 지하상가|025182073
임대 부동산관리건물청소용역|송현빌딩|서울특별시 강남구 테헤란로79길 13 (삼성동)|.|5465131
한식|송화|서울특별시 강남구 테헤란로19길 12 (역삼동)|1층|-
한식|송화전|서울시 강남구 언주로136길 9(논현동)|지하1층 ,지상1층 송화전|025402108
한식|송희네족발|서울특별시 강남구 역삼로 138 (역삼동)|1층 송희네족발|025087992
한식 일반 음식점업|쇼긴|서울특별시 강남구 논현로95길 14 예양빌딩 102호 쇼긴|쇼긴|020000000
의류 잡화|쇼룸|서울특별시 강남구 강남대로 지하 396(역삼동)|A-22호|-
일식|쇼부 강남역점|서울특별시 강남구 강남대로84길 15 (역삼동)|1층 105호|025583007
일식|쇼유식당|서울특별시 강남구 테헤란로43길 17 (역삼동)|뉴본빌딩 2층니지엔쿠모|025382315
광고대행|쇼인터레스트|서울특별시 강남구 영동대로114길 13 (삼성동)|1층 앨리스|025158520
실내 경기장 운영업|쇼케이(SHOW-K)|서울특별시 강남구 논현로 102 (개포동)|덕흥빌딩-지하1층|07087224699
음악교습소|쇼팽음악교습소|서울특별시 강남구 광평로10길 6|제상가동2층 203호|024510222
음악학원|쇼팽음악학원|서울시 강남구 강남대로120길38|2층|-
일식 음식점업|쇼헤이|서울특별시 강남구 봉은사로59길 12 (삼성동)|101호|025444030
빠|수|서울특별시 강남구 언주로93길 22-5 (역삼동)|지하|-
일반음식점|수 닭도리|서울특별시 강남구 논현로34길 20 (도곡동)|1층 102호 수 닭도리|025794862
소프트웨어개발|수 커뮤니케이션|서울시 강남구 테헤란로25길 17|102호|-
부동산중개업|수공인중개사사무소|서울특별시 강남구 선릉로6길 14 (개포동)|102호|025724088
한의원|수국한의원|서울특별시 강남구 선릉로86길 31 (대치동)|(롯데골드로즈 2차) 203호|0220517888
한식|수궁갈비집|서울특별시 강남구 봉은사로97길 4 (삼성동)|수궁갈비집|025459646
미용|수네일바이현|서울특별시 강남구 삼성로107길 21 (삼성동)|1층 수네일바이현|025646270
화장품네일아트|수네일아트|서울특별시 강남구 선릉로68길 20 (대치동)|1층103호|025671330
의류|수니 앤 앨리스|서울특별시 강남구 테헤란로 101(역삼동)|D-7호동 수니 앤 앨리스|025661674
일식|수다 대치점|서울특별시 강남구 선릉로86길 37 (대치동)|덕우빌딩 2층|025923584
일본음식|수다 삼성1호점|서울특별시 강남구 테헤란로87길 53|주식회사 수다푸드 삼성점|025963584
식음료,의류잡화|수다 삼성2호점|서울특별시 강남구 삼성로100길 23-13|수다 삼성2호점|025953584
일식 음식점업|수다 청담점|서울특별시 강남구 도산대로57길 15 (청담동)|수다 청담점|025933584
음식점|수담|서울특별시 강남구 봉은사로 418 (삼성동)||-
일반음식|수도시락|서울시 강남구 도산대로27길 21|1층 수도시락(신사동)|-
도배, 실내 장식 및 내장 목공사업|수디자인|서울특별시 강남구 논현로145길 52(논현동, 파크빌)|1층(논현동)|-
떡류|수라간떡집|서울시 강남구 삼성로 212|지하B블럭47-1|025397060
한식 일반 음식점업|수라선역삼점|서울특별시 강남구 언주로 517, 지상1층 (역삼동, KT영동지사, 신라 스테이호텔)|수라선역삼점|020000000
한식|수락정김밥|서울특별시 강남구 선릉로 614(삼성동)|1층 101호|025152278
보습학원|수람학원|서울특별시 강남구 삼성로58길 29 (대치동)|2층 2호|025662357
보습학원|수력학원|서울특별시 강남구 도곡로77길 14 (대치동)|5층 수력학원|025628209
교습소|수리백수학교습소|서울특별시 강남구 개포로 508 (개포동)|소망빌딩 405호|07091822970
한식 일반 음식점업|수린|서울특별시 강남구 언주로164길 24, 3층 (신사동, 아크로스 빌딩)|수린|020000000
한식 일반 음식점업|수림복국|서울특별시 강남구 테헤란로77길 11-13 1층 수림복국|수림복국|020000000
학원|수림수학학원|서울특별시 강남구 삼성로212|B블럭 301-20호, 수림수학학원(대치동,은마상가)|025555383
수학학원|수마쿰라우데수학전문학원|서울특별시 강남구 선릉로6길 12 (개포동)|2층|025297758
음ㆍ식료품 위주 종합 소매업|수마트|서울시 강남구 개포로 22길 19|수마트|0264496789
마트|수마트(개포점)|서울특별시 강남구 개포로 239 (개포동)|1층|020000000
카페,인테리어소품,전자상거래,시각디자인업|수목금토 X 일월화|서울특별시 강남구 강남대로136길 63 (논현동)|1층 카페|-
즉석판매제조가공업|수미당|서울특별시 강남구 압구정로29길 71 (압구정동, 현대아파트)|제2동 1층 109호|0234463233
한식|수미돈|서울특별시 강남구 삼성로103길 12(삼성동, 신도브래뉴주상복합)|106호|025578200
보습학운|수미사학원|서울특별시 강남구 삼성로 319 (대치동)|2층 수미사학원|-
일반 교과학원|수미상관한 국어학원|서울특별시 강남구 삼성로61길 12 (대치동)|1층 일부(우측).2층|-
일반 교과학원|수미상관한국어교습소|서울특별시 강남구 삼성로61길 12, 1층 (대치동)|수미상관한국어교습소|020000000
교습소|수미상관한논술교습소|서울특별시 강남구 삼성로63길 15 (대치동)|6층 일부|0261041177
야채, 과일|수미상회|서울특별시 강남구 학동로4길 35 (논현동)|1층 101호 수미상회|025153106
미술학원|수미술교습소|서울특별시 강남구 남부순환로359길 30 (도곡동)|102동 수미술교습소|-
미술학원|수미술교습소|서울특별시 강남구 남부순환로359길 30(도곡동)|1층 102호|-
귀금속|수미앤|서울시 강남구 선릉로133길 16(논현동)|지하1층 B102호|-
일식|수미초밥|서울특별시 강남구 논현로71길 29 (역삼동)|1층 수미초밥|025389347
의류, 신발, 잡화|수박반통|서울특별시 강남구 강남대로 지하 396(역삼동)|수박반통|-
의류|수박빈티지|서울특별시 강남구 도산대로17길 36(신사동)|지하1층|0262652122
한식|수복방점|서울특별시 강남구 선릉로86길 44-5 (대치동)|101호|025545002
체형 등 기타 신체 관리 서비스업|수뷰티샵|서울특별시 강남구 언주로 508, 지하1층 (역삼동)|수뷰티샵|020000000
서양식 음식점업|수비딧|서울특별시 강남구 도산대로55길 47 (청담동)|지상1층|-
한식|수산나|서울특별시 강남구 도산대로99길 47|지하1층(청담동)|-
한식|수산나|서울특별시 강남구 도산대로99길 47 (청담동)|121-52|025447419
태권도 및 무술 교육기관|수서경희대태권도장|서울특별시 강남구 밤고개로1길 22|4층, 수서경희대태권도|0200000000
한식 음식점업|수서골|서울 강남구 광평로56길 8-13|B106호, B107호 (수서동, 수서타워)|0234130099
