##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@태권도장
한양대/박사/비룡총본관||||태권도장|02-2682-8333||서울특별시 구로구 고척2동 253-272|||||||한양대 박사 비룡총본관||||20311
경희대푸른솔태권도장||||태권도장|031-411-0959|경기도 시흥시 동서로 1086||||||||경희대푸른솔태권도장|301호 (목감동,미덕상가 3층)|||20311
명성태권도장||||태권도장|010-8817-3220|서울특별시 서대문구 증가로 206||||||||명성태권도장|(북가좌동)|||20311
명성태권도장||||태권도장|02-447-3457|서울특별시 광진구 구의로 70||||||||명성태권도장|영덕빌딩 3층 (구의동)|||20311
한국체대화랑태권도장&점핑스쿨||||태권도장|02-379-4461||서울특별시 종로구 신영동 240|||||||한국체대화랑태권도장&점핑스쿨||||20311
꿈나무/태권도장||||태권도장|033-261-2300|강원 춘천시 후석로186번길 10-1||||||||꿈나무 태권도장|유명빌딩 3층 (석사동)|||20311
용인대/행복한/태권도장||||태권도장|033-262-2505|강원 춘천시 퇴계로 240||||||||용인대 행복한 태권도장|형인빌딩 301호 (석사동)|||20311
산남경희대태권도||||태권도장||충북 청주시 서원구 원흥로 14||||||||산남경희대태권도|정문상가 2층 (산남동,부영사랑으로아파트)|||20311
샛별태권도체육관||||태권도장||충북 청주시 서원구 원흥로 17||||||||샛별태권도체육관|1085번지 401호 (산남동)|||20311
담방꿈나무태권도장||||태권도장|032-461-0300|인천 남동구 담방로 45||||||||담방꿈나무태권도장|6층 (만수동,희망프라자)|||20311
제일아이캔/태권도장||||태권도장|02-6081-8045|서울특별시 관악구 신림로 129||||||||제일아이캔 태권도장|(신림동)|||20311
경희대/탑/태권도장||||태권도장|02-303-2100|서울 서대문구 가재울미래로 2||||||||경희대 탑 태권도장|별동상가 307호 (남가좌동,DMC파크뷰자이)|||20311
경희대석사/태권도장||||태권도장|02-941-5988|서울 성북구 서경로 77||||||||경희대석사 태권도장|지하1층 (정릉동,스마트빌)|||20311
용인대/미르태권도장||||태권도장|033-745-7979|강원 원주시 배울로 49||||||||용인대 미르태권도장|상가 201호 (반곡동,부영사랑으로 1단지 아파트)|||20311
용인대/태권도||||태권도장|052-281-2888|울산광역시 북구 산하중앙3로 2||||||||용인대 태권도|5층 505호 (산하동)|||20311
MTA위브태권도장||||태권도장|051-747-8554|부산 해운대구 좌동순환로433번길 30-1||||||||MTA위브태권도장|(중동,해운대힐스테이트위브)|||20311
문무태권도장||||태권도장|031-286-8866|경기 용인시 기흥구 용구대로2394번길 27||||||||문무태권도장|303호 (마북동,삼성래미안1차아파트제주상가동 3층)|||20311
강호태권도장||||태권도장|054-910-3888|경북 김천시 문지왈길 45||||||||강호태권도장|(부곡동)|||20311
송원태권도장||||태권도장|062-682-2177|광주 서구 송풍로17번길 5||||||||송원태권도장|3층 (풍암동)|||20311
영종하늘태권도장||||태권도장||인천 중구 운중로 34||||||||영종하늘태권도장|3층 (운남동)|||20311
열열태권도장||||태권도장|023850076|서울 은평구 연서로18길 14-1||||||||열열태권도장|지층 (대조동)|||20311
용인대고려도장||||태권도장||전북 익산시 동서로61길 27-13||||||||용인대고려도장|595-5번지 2층 (어양동)|||20311
가람태권도장||||태권도장|02-702-1771|서울 마포구 토정로31길 55-10||||||||가람태권도장|예원빌딩 지하1층 (대흥동)|||20311
넘버원태권도장||||태권도장|||대구 달서구 상인동 152-16|||||||넘버원태권도장|5층|||20311
아이캔태권도장||||태권도장||충북 청주시 흥덕구 짐대로 20||||||||아이캔태권도장|상가동 203호 (세원테마빌아파트,복대동)|||20311
HAN'S/GYM/태권도장||||태권도장|02-3664-9831|서울 구로구 디지털로27길 69||||||||HAN'S GYM 태권도장|5층 (가리봉동)|||20311
과천경희대석사태권도장||||태권도장|02-3418-8888|경기 과천시 별양로 12||||||||과천경희대석사태권도장|2077~2081호 (원문동,래미안슈르아파트 상가동 2층)|||20311
인성효태권도장||||태권도장|031-655-8655|경기 평택시 동삭로 397||||||||인성효태권도장|B101~103호 (동삭동,삼익사이버아파트 상가동 지층)|||20311
용인대대선태권도장||||태권도장|031-226-6620|경기 수원시 영통구 영통로200번길 112||||||||용인대대선태권도장|201호 202호 (망포동,영통 SK VIEW 상가 2층)|||20311
용인대효태권도장||||태권도장|031-944-2223|경기도 파주시 와석순환로 431||||||||용인대효태권도장|401호 (와동동,신운정프라자 4층)|||20311
광명파워점프태권도장||||태권도장|02-2614-0655|경기 광명시 디지털로 56||||||||광명파워점프태권도장|309호 (철산동,철산래미안자이아파트 상가동 3층)|||20311
아이짐스포츠클럽||||태권도장|02-334-3424|서울특별시 마포구 망원로 71||||||||아이짐스포츠클럽|지하1층 (망원동)|||20311
한국체대참태권도장||||태권도장|032-562-8733|인천 서구 완정로64번길 64||||||||한국체대참태권도장|2층 201호 (마전동)|||20311
승리마루가온태권도장||||태권도장|051-523-7730|부산 동래구 반송로273번길 25||||||||승리마루가온태권도장|(명장동)|||20311
리더스석사태권도장||||태권도장|02-2608-6767|서울 양천구 신정이펜2로 12||||||||리더스석사태권도장|(신정동)|||20311
액션호랑이태권도장||||태권도장|02-2667-0229||서울특별시 강서구 방화1동 249-8|||||||액션호랑이태권도장|2층|||20311
사남효태권도장||||태권도장|055-855-8200|경남 사천시 사남면 조동길 61||||||||사남효태권도장|309 (대우푸르지오아파트 상가 3층)|||20311
한국체대태권도장||||태권도장|055-852-0821|경남 사천시 사남면 월성1길 15-23||||||||한국체대태권도장|1층|||20311
굿드림태권도장||||태권도장|055-855-1300|경남 사천시 사남면 진삼로 1277||||||||굿드림태권도장|2층|||20311
한체대/탑/태권도장||||태권도장|02-337-8806||서울특별시 마포구 창전동 상가 1단지 201호 |||||||한체대 탑 태권도장||||20311
연세대꿈나무태권도장||||태권도장|032-662-4947|경기 부천시 성주로200번길 19||||||||연세대꿈나무태권도장|3층 (심곡본동)|||20311
용인대금메달태권도장||||태권도장|02-374-7547|서울 서대문구 수색로6길 45||||||||용인대금메달태권도장|상가동 2층 (남가좌동)|||20311
HTA/상수태권도장||||태권도장|02-934-8111|서울 노원구 동일로216길 70||||||||HTA 상수태권도장|4층 (상계동,상계주공4단지아파트)|||20311
참교육태권도장||||태권도장|055-354-5994|경남 밀양시 미리벌중앙로3길 47||||||||참교육태권도장|상가동 201호 (삼문동,밀양 삼문 푸르지오)|||20311
승리태권도장||||태권도장|055-351-0606|경남 밀양시 미리벌로3길 30||||||||승리태권도장|(삼문동)|||20311
일동태권도장||||태권도장|055-335-7770|경남 김해시 함박로 102||||||||일동태권도장|주상가동 301호 (외동,한국2차아파트)|||20311
안성용인대가온누리태권도장||||태권도장|031-677-2949|경기 안성시 안성맞춤대로 1135||||||||안성용인대가온누리태권도장|3층 (금산동)|||20311
경희대/비전/태권도장||||태권도장|064-738-5850|제주특별자치도 서귀포시 서호남로 91||||||||경희대 비전 태권도장|(서호동)|||20311
디케이비(DKB)태권도장||||태권도장|02-903-1387|서울 강북구 노해로23길 49||||||||디케이비(DKB)태권도장|2층 (수유동)|||20311
태사모태권도아카데미||||태권도장|02-470-1718||서울 강동구 천호1동 86-7|||||||태사모태권도아카데미||||20311
용인대꿈나무태권도장(판암관)||||태권도장|042-283-0232|대전 동구 옥천로176번길 15-13||||||||용인대꿈나무태권도장(판암관)|4층 (판암동)|||20311
한얼태권도장||||태권도장|02-6082-1661|서울 광진구 광나루로54길 32||||||||한얼태권도장|하나빌딩 3층 (구의동)|||20311
고려대/아이캔태권도장||||태권도장|02-3436-1198|서울 광진구 천호대로111길 10||||||||고려대 아이캔태권도장|(중곡동)|||20311
한국체대/봄태권도장||||태권도장|042-862-9054||대전 유성구 신성동 216-6|||||||한국체대 봄태권도장||||20311
인하연안태권도장||||태권도장|032-882-6289|인천 중구 축항대로86번길 34||||||||인하연안태권도장|4층 (항동7가)|||20311
용인대/성문태권도장||||태권도장|02-931-3536|서울 노원구 중계로 230||||||||용인대 성문태권도장|중계동,중계5단지주공아파트 상가2층|||20311
단국대/튼튼i/태권도장||||태권도장||대구 북구 침산남로19길 2||||||||단국대 튼튼i 태권도장|3층 (침산동)|||20311
거산태권도장||||태권도장||대구 수성구 파동로 84||||||||거산태권도장|201호 (파동,대자연2차아파트)|||20311
The/건강한태권도장||||태권도장|||대구 수성구 신매동 46|||||||The 건강한태권도장|사월화성파크드림 210/16,17호|||20311
유신태권도장||||태권도장|0328670796|인천 남구 경인로142번길 53||||||||유신태권도장|2층 (숭의동)|||20311
거송타이거즈태권도장||||태권도장||대구 북구 관음중앙로 41||||||||거송타이거즈태권도장|(관음동)|||20311
보라태권도||||태권도장|||전북 전주시 완산구 서신동 798-10|||||||보라태권도||||20311
동아태권도장||||태권도장|02-872-8992|서울 관악구 관악로 287||||||||동아태권도장|상현동아아파트 상가 A동 405호 (봉천동)|||20311
태풍태권도장||||태권도장|02-867-1312|서울 구로구 구로동로45길 3||||||||태풍태권도장|1층 (구로동)|||20311
부산대박사태권도장||||태권도장|051-702-7676||부산 해운대구 좌동 1414|||||||부산대박사태권도장|건영아파트 1차상가 302|||20311
나라찬명지태권도장||||태권도장|051-271-7688|부산 강서구 명지국제8로 270||||||||나라찬명지태권도장|(명지동)|||20311
천명태권도장||||태권도장|032-523-5171|인천 부평구 부평문화로 167||||||||천명태권도장|(부개동)|||20311
인천대정무태권도장||||태권도장|032-765-8134|인천 동구 화도진로 2||||||||인천대정무태권도장|(송림동)|||20311
용인대/해맑은태권도장||||태권도장||대구 달성군 다사읍 왕선로 41||||||||용인대 해맑은태권도장|(매곡리) 5층|||20311
용인대/타이곤태권도장||||태권도장||대구 달성군 다사읍 세천로 160||||||||용인대 타이곤태권도장|303동 205.206호 (북죽곡엠코타운더솔레뉴)|||20311
동원행복태권도장||||태권도장|055-331-3003|경남 김해시 삼안로 224||||||||동원행복태권도장|11동 206호 (동원상가) (삼방동)|||20311
감사랑태권도장||||태권도장|055-299-0511|경남 창원시 의창구 북면 감계로 262||||||||감사랑태권도장|온누리상가 403호|||20311
리권태권도장||||태권도장|055-637-9662|경남 거제시 거제중앙로3길 14||||||||리권태권도장|(상동동)|||20311
정도체육관||||태권도장|02-303-9114||서울 서대문구 연희동 703|||||||정도체육관||||20311
한국체대마스터한태권도장||||태권도장|0425810813|대전 서구 복수동로 40-13||||||||한국체대마스터한태권도장|(복수동,신계빌딩)|||20311
호림태권도장||||태권도장|054-652-0553|경북 예천군 예천읍 효자로 61||||||||호림태권도장|(서본리,세탁나라) 2층|||20311
계명대태양7태권도장||||태권도장||대구 달서구 한실로6길 120||||||||계명대태양7태권도장|(대곡동) 3층|||20311
광교MTA태권도장||||태권도장|010-8330-3510|경기 수원시 영통구 웰빙타운로49번길 32||||||||광교MTA태권도장|(이의동) 3층 301호|||20311
김포삼성태권도장||||태권도장|031-998-7778|경기 김포시 감정로 42||||||||김포삼성태권도장|(감정동,신안실크밸리1차아파트) 상가동 제2층 204,205호|||20311
계명대꿈나무태권도장||||태권도장|||대구 동구 방촌동 1010-11|||||||계명대꿈나무태권도장||||20311
한마음키즈짐태권도장||||태권도장|031-987-5801|경기 김포시 풍무로96번길 8||||||||한마음키즈짐태권도장|(풍무동,삼용아파트) 상가 3층 1호|||20311
장기용인대승리태권도장||||태권도장|031-989-5998|경기 김포시 김포한강2로 100||||||||장기용인대승리태권도장|(장기동,비호뉴팰리스) 6층 602,603호|||20311
