##NAME|TYPE|SUBNAME|TELNUM|ADDR|FATHER|SOURCE2@@교회
성운교회|합동||053-586-4494|대구시 달성군 다사읍 매곡리 366|김정훈 목사|한국컴퓨터선교회
세천교회|합동||053-585-0320|대구시 달성군 다사읍 세천리 688-1|채종수 목사|한국컴퓨터선교회
약산교회|합동||053-615-3643|대구시 달성군 논공읍 하1리 507|김동업 목사|한국컴퓨터선교회
영광교회|합동||053-614-9712|대구시 달성군 논공읍 북리 803-172|김정철 목사|한국컴퓨터선교회
온양떼교회|고신||053-614-6155|대구시 달성군 논공읍 남2동 1143-10|김정환 목사|한국컴퓨터선교회
은화교회|고신||053-611-1841|대구시 달성군 논공읍 금포4리 1904|최석근 목사|한국컴퓨터선교회
이천교회|합동||053-586-0635|대구시 달성군 다사읍 이천리 541-3|박   형 목사|한국컴퓨터선교회
대구월배교회|통합||053-632-8201|대구시 달서구 진천동 557-1|이상관목사 목사|한국컴퓨터선교회
월배교회|기하성||053-642-7608|대구시 달서구 진천동 32-6|안두영 목사|한국컴퓨터선교회
중대교회|합동||053-982-4519|대구시 동구 중대동 537|진화원 목사|한국컴퓨터선교회
구암교회|통합||053-324-0913|대구시 북구 구암동 480-1|금동익 목사|한국컴퓨터선교회
아름다운`교회|통합||053-943-8004|대구시 북구 산격동 1259-11`|김용문 목사|한국컴퓨터선교회
조야교회|합동||053-943-8551|대구시 북구 조야동 250-1|김경희 목사|한국컴퓨터선교회
대구교회|기성||053-791-3785|대구시 수성구 욱수동 9-7|박창식 목사|한국컴퓨터선교회
대봉교회|개혁||053-792-0107|대구시 남구 이천동 92|이   관 목사|한국컴퓨터선교회
동성교회|합동||053-745-0191|대구시 수성구 수성4가 1019-6|이태연 목사|한국컴퓨터선교회
믿음의교회|통합||053-744-0487|대구시 수성구 수성4가 1150-20|최만현 목사|한국컴퓨터선교회
하나교회|개혁||053-581-3681|대구시 달서구 이곡동 1000-336|권태현 목사|한국컴퓨터선교회
샤론교회|개혁||053-755-4561|대구시 서울 범어2동 424-5|김종배 목사|한국컴퓨터선교회
무등교회|통합||053-582-5670|대구시 하비면 무등1리 535-2|박석조 목사|한국컴퓨터선교회
평강교회|기성||053-324-7073|대구시 북구 읍내동 1357-2|강철구 목사|한국컴퓨터선교회
서대구영문교회|구세군||053-563-5295|대구시 서구 상리동 523번지|선종욱 목사|한국컴퓨터선교회
대구부광교회|합동||053-313-7991|대구시 북구 태전동 608-12|김성일 목사|한국컴퓨터선교회
중앙로교회|합동||053-627-5001|대구시 남구 대명9동 550-5|정명철 목사|한국컴퓨터선교회
드림교회|합동||053-782-3232|대구시 수성구 지산2동 1210-5|정용성 목사|한국컴퓨터선교회
대명침례교회|기침||053-252-8513|대구시 중구 남산4동 2636-9|장순흥 목사|한국컴퓨터선교회
대구성명교회|합동||053-654-1201|대구시 남구 대명11동 1118-1번지|정준모 목사|한국컴퓨터선교회
신은교회|통합||053-421-9181|대구시 동구 신천1동 645-27|노원석 목사|한국컴퓨터선교회
송정교회|합동||051-703-8883|부산시 해운대구 송정동 371|박호영 목사|한국컴퓨터선교회
대구은혜교회|합동||053-632-7514|대구시 달서구 진천동131번지 동백맨션102동309호|조달호 목사|한국컴퓨터선교회
대구창성교회|호헌||053-963-3912|대구시 동구 율암동 307-4|송영혁 목사|한국컴퓨터선교회
대구일심교회|호헌||053-653-0958|대구 남구 대명3동 2295-48번지|여정택 목사|한국컴퓨터선교회
동대구교회|재건||053-752-8238|대구시 동구 신천3동 7-2|권성길 목사|한국컴퓨터선교회
은석교회|재건||053-421-9049|대구 북구 국우동 1113-8|신윤식 목사|한국컴퓨터선교회
삼덕교회|재건||053-424-6443|대구시 중구 삼덕3가 64-2|김재열 목사|한국컴퓨터선교회
순복음대본교회|기하성||011-852-3927|대구 수성구 범어동 805-102|김만조 목사|한국컴퓨터선교회
산돌교회|통합||053-556-2946|대구시 서구 내당4동 359-8 서부종합상가 301호|류태길 목사|한국컴퓨터선교회
대구달서교회|합동||053-561-0425|대구시 서구 비산 4동 338-24|박창식 목사|한국컴퓨터선교회
산성교회|합동||053-582-0245-6|대구시 달서구 이곡동 538-1|서성수 목사|한국컴퓨터선교회
광명교회|합동정통||053-964-5460|대구시 신기동 202-5|양명훈 목사|한국컴퓨터선교회
대구방주교회|합동||053-985-4805|대구시 동구 방촌동 862-31번지|이영실 목사|한국컴퓨터선교회
대구봉덕제일교회|통합||053-471-2559|대구시 남구 봉덕3동 1292-7|박경열 목사|한국컴퓨터선교회
대광교회|통합||053-313-0691|대구시 북구 팔달동52 청구2001아파트102-202|정요섭 목사|한국컴퓨터선교회
달성중앙교회|전도총회||053-616-8002|대구시 달성군 논공읍 남1리 577-43|정승훈 목사|한국컴퓨터선교회
한빛교회|합동||053-791-1881|대구시 수성구 시지동 493-13|김응철 목사|한국컴퓨터선교회
동신교회|합동||053-756-1701∼3|대구시 수성구 만촌3동 856-4번지|권성수 목사|한국컴퓨터선교회
바로선장로교회|합신||070-8225-0853|대구 달성군 화원읍 명곡리 명곡미래빌1단지 상가내|남웅기 목사|한국컴퓨터선교회
대구침례교회|기침||053-624-5887|대구시 남구 대명2동 1880-16번지|홍기성 목사|한국컴퓨터선교회
염광제일교회|통합||053-782-1334|대구시 수성구 지산2동 1209-2|이재명 목사|한국컴퓨터선교회
푸른초장교회|합동||053-591-3395|대구시 달서구 파호동 89 명가타운상가 309호|임종구 목사|한국컴퓨터선교회
대구에바다농아교회|기하성||053-753-0637|대구시 동구 신천4동 352-23|김복수 목사|한국컴퓨터선교회
운암교회|고신||053-323-6148|대구시 북구 구암동 294-4|조승희 목사|한국컴퓨터선교회
동천교회|통합||053-323-0809|대구시 북구 구암동 560-1|공대현 목사|한국컴퓨터선교회
노곡교회|합동||053-311-0451|대구시 북구 노곡동 316|정정용 목사|한국컴퓨터선교회
성도교회|합동||053-471-2260|대구시 남구 봉덕3동 618-1|노홍균 목사|한국컴퓨터선교회
행복한교회|합동||053-326-1191|대구시 북구 읍내동 533 칠곡우방타운 상가내|김성곤 목사|한국컴퓨터선교회
해운대감리교회|기감||051-746-1535|부산시 해운대구 우1동 565-7|한석문 목사|한국컴퓨터선교회
좋은교회|합동||053-582-0082|대구 달성군 다사읍 매곡리 1528-5|박정배 목사|한국컴퓨터선교회
성서제일교회|통합||053-583-6638|대구시 달서구 이곡동 1169|박정식 목사|한국컴퓨터선교회
국우교회|기장||053-324-1088|대구시 북구 국우동 624번지|박상현 목사|한국컴퓨터선교회
새생명교회|합동||053-636-0956|대구시 광역시 달서구 상인동 1592-2|오태묵 목사|한국컴퓨터선교회
해운대순복음교회|기하성||051-731-1901|부산시 해운대구 중1동 1338|정경철 목사|한국컴퓨터선교회
반여중앙교회|합동||051-523-0510|부산시 해운대구 반여1동 1441-120|전운출 목사|한국컴퓨터선교회
반여성결교회|예성||051-543-4771|부산시 해운대구 반여1동 1215-9|최현호 목사|한국컴퓨터선교회
중앙교회|통합||053-255-2693|대구시 중구 서성로 1가 39번지|김영걸 목사|한국컴퓨터선교회
한길교회|합동||053-783-8055|대구시 수성구 지산동1195|김종균 목사|한국컴퓨터선교회
만촌교회|합동||053-753-9971-2|대구시 수성구 만촌3동 1025-43번지|박진국 목사|한국컴퓨터선교회
대구제일교회|통합||053-253-2615|대구시 중구 동산동 234번지|정영환 목사|한국컴퓨터선교회
봉덕교회|합동||053-472-1801|대구시 남구 봉덕2동 927-6|박성순 목사|한국컴퓨터선교회
대구선교교회|재건||053-942-4318|대구시 동구 효목 1 동 171-28번지|정성헌 목사|한국컴퓨터선교회
대구보훈병원교회|합동||053-633-2030|대구시 달서구 도원동 748|강기문 목사|한국컴퓨터선교회
두란노교회|합동||053-321-5607|대구시 북구 구암동 686-1|원영호 목사|한국컴퓨터선교회
혜광교회|통합||053-628-0890|대구시 달서구 두류3동 612-11|장원봉 목사|한국컴퓨터선교회
상동교회|통합||053-762-1865|대구시 수성구 상동 256번지|이삼우 목사|한국컴퓨터선교회
반송교회|고신||051-544-5382|부산시 해운대구 반송1동 690-5|정명운 목사|한국컴퓨터선교회
지묘교회|합동||053-984-8415~7|대구시 동구 지묘동 531번지|유은규 목사|한국컴퓨터선교회
동광교회|기성||053-763-5550,5551|대구시 수성구 황금2동 773-6|김기환 목사|한국컴퓨터선교회
광명교회|기침||053-311-5255|대구시 북구 태전동 1075-16번지|이창희 목사|한국컴퓨터선교회
감삼교회|합동||053-552-1322|대구시 달서구 감삼동 163-1|이종근 목사|한국컴퓨터선교회
명일교회|합동||053-654-4403|대구시 남구 대명9동 556-4번지|김희윤 목사|한국컴퓨터선교회
지산제일교회|통합||053-784-0561|대구시 수성구 지산1동 1278-4|신정환 목사|한국컴퓨터선교회
부산온누리감리|기감||051-702-0101|부산시 해운대구 좌동 1294|정양희 목사|한국컴퓨터선교회
엘림교회|합동||053-472-9120|대구시 남구 봉덕1동 849-3|한영재 목사|한국컴퓨터선교회
대구삼일성결교회|기성||053-656-4741|대구시 남구 대명1동 642-108|김성묵 목사|한국컴퓨터선교회
찬미교회|합동정통||051-526-5164|부산시 해운대구 반여1동 1117-4번지|박명길 목사|한국컴퓨터선교회
산격교회|합동||053-382-4370,3717|대구시 산격2동 500-61|홍승철 목사|한국컴퓨터선교회
대구성림교회|합동||053-382-9889|대구시 북구 복현2동 41-3번지|이용희 목사|한국컴퓨터선교회
대구영락교회|예장||053-952-2003|대구시 동구 신천3동 117-1번지|도기봉 목사|한국컴퓨터선교회
해운대동교회|고신||051-746-2968|부산시 해운대구 우1동539-12|이형재 목사|한국컴퓨터선교회
신기교회|합동||053-382-0703|대구시 북구 산격2동 174번지|최용주 목사|한국컴퓨터선교회
성신교회|합동||053-941-5710|대구시 동구 신암1동 713-7번지|조영신 목사|한국컴퓨터선교회
성소교회|통합||053-525-2830|대구시 달서구 용산동 917번지|하영국 목사|한국컴퓨터선교회
안심제일교회|합동||053-961-2090|대구 동구 용계동 878-61|강종찬 목사|한국컴퓨터선교회
살림교회|통합||053-654-3951|대구시 남구 대명2동 1805-9|김춘기 목사|한국컴퓨터선교회
삼산교회|합동||053-767-3118|대구시 달성군 가창면 삼산리 854-1번지|김유선 목사|한국컴퓨터선교회
용산제일교회|합동||053-653-7943|대구시 달서구 본리동 능금아파트 8/501|하종웅 목사|한국컴퓨터선교회
한우리교회|합동||051-528-9125|부산시 해운대구 반여1동 1199-26|박홍섭 목사|한국컴퓨터선교회
대구북일교회|합동||053-422-4723|대구시 북구 침산2동 101-8번지|서석수 목사|한국컴퓨터선교회
검단교회|합동||053-382-8281,6799|대구시 북구 검단동1146번지|이호명 목사|한국컴퓨터선교회
애양교회|합동||053-588-7000-2|대구시 달성군 다사읍 죽곡리 221|한명수 목사|한국컴퓨터선교회
서대구교회|합동||053-628-5149|대구시 달서구 두류동1246-10|이재헌 목사|한국컴퓨터선교회
대구삼승교회|고신||053-763-8669|대구시 수성구 수성1가 522-2|김원계 목사|한국컴퓨터선교회
동원교회|기장||053-755-2282|대구시 동구 신천3동 54-2|금창락 목사|한국컴퓨터선교회
생명교회|기침||053-745-6403|대구시 동구 효목2동 458-18|김영운 목사|한국컴퓨터선교회
예영교회|합동개혁||051-783-2927|부산시 해운대구 재송2동 1056-22|최봉석 목사|한국컴퓨터선교회
황금성교회|합동||053-761-9486|대구시 수성구 황금동 240번지|박태경 목사|한국컴퓨터선교회
대구서교회|고신||053-573-1884|대구시 서구 내당2동 1007번지|권오정 목사|한국컴퓨터선교회
동부제일교회|통합||053-955-0514|대구시 동구 신암3동 185-7|김홍기 목사|한국컴퓨터선교회
서문로교회|고신||053-254-9695|대구시 중구 서내동 8-1|강학근 목사|한국컴퓨터선교회
조야제일교회|고신||053-943-8713|대구시 북구 조야동 82-3번지|고성욱 목사|한국컴퓨터선교회
검단제일교회|고신||053-382-6173|대구시 북구 검단동 1017-1|박형근 목사|한국컴퓨터선교회
다솜교회|합동||051-704-6736|부산시 해운대구 좌동 1483-4 대승코아 3층|정광일 목사|한국컴퓨터선교회
진천교회|합동||053-631-2121|대구시 달서구 진천동 722-1|소재영 목사|한국컴퓨터선교회
옥포본리교회|합동||053-614-4442|대구시 달성군 옥포면 본리리 2396-10|김영종 목사|한국컴퓨터선교회
대구일심교회|고신||053-793-1060|대구시 수성구 매호동 1334번지|윤창규 목사|한국컴퓨터선교회
동산교회|성신||053-941-6785|대구시 북구 대현1동 236-16번지|서빌립 목사|한국컴퓨터선교회
대구문화교회|합동||053-423-7844|대구시 중구 동인1가 9번지|박충웅 목사|한국컴퓨터선교회
드림교회|예장||051-782-7827|부산시 해운대구 재송1동 1128-10|박기영 목사|한국컴퓨터선교회
대일교회|고신||053-552-5816|대구시 서구 평리4동 1348-3|윤길창 목사|한국컴퓨터선교회
동로교회|통합||053-252-3944|대구시 중구 장관동 25-1|박기백 목사|한국컴퓨터선교회
