##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
법무법인/드림||||변호사|596-2020||서울 서초구 서초동 1573-1|||||||법무법인 드림|(서초프라자 801호)|||91604
법무법인/율현||||변호사|569-5333||서울 강남구 역삼동 708-8|||||||법무법인 율현|(세방빌딩 신관 15층)|||91604
법무법인/청목||||변호사|533-8800|서울 서초구 서초중앙로 160||||||||법무법인 청목|7층 705호,706호,707호 (서초동,법률센터빌딩)|||91604
법무법인/두현||||변호사|534-0062|서울 서초구 서초대로 271||||||||법무법인 두현|2층 (서초동,서초빌딩)|||91604
법무법인/씨티즌||||변호사|032-861-1600|인천 남구 소성로185번길 28||||||||법무법인 씨티즌|102호,502호,503호,504호,505호 (학익동,명인빌딩)|||91604
법무법인/동서남북||||변호사|2055-1212||서울 서초구 서초동 1554-2|||||||법무법인 동서남북|(순영빌딩 6층)|||91604
법무법인/시티||||변호사|458-1616|서울 송파구 법원로 96||||||||법무법인 시티|104호,705호,706호,707호 (문정동,문정법조프라자)|||91604
법무법인/세양||||변호사|594-4700||서울 서초구 서초동 1694-1|||||||법무법인 세양|(화평빌딩 8층)|||91604
법무법인/디엘에스||||변호사|6330-8660||서울 구로구 구로동 197-33|||||||법무법인 디엘에스|(이앤씨벤처드림타워 3차 509호)|||91604
법무법인/일산||||변호사|031-901-7200||경기 고양시 일산구 장항동 891|||||||법무법인 일산||||91604
법무법인/민우||||변호사|536-1144|서울 서초구 서초대로49길 5||||||||법무법인 민우|3층 (서초동,승보빌딩)|||91604
법무법인/위너스||||변호사|711-2600||서울 마포구 공덕동 105-159|||||||법무법인 위너스|(마포법조빌딩 101호)|||91604
법무법인/청맥||||변호사|02-3477-3400||서울 서초구 서초동 1699-3|||||||법무법인 청맥|(신한국빌딩 601호)|||91604
법무법인/법여울||||변호사|3477-8118||서울 서초구 서초동 1712-5|||||||법무법인 법여울|(오성빌딩 2층)/ 서초동 1705 정곡빌딩 서관 308호 확장 (2012. 06. 01)|||91604
법무법인/둔산||||변호사|042-472-5511||대전 서구 둔산동 1391|||||||법무법인 둔산|(서림빌딩 9층)|||91604
법무법인/법가||||변호사|062-233-8070||광주 동구 지산동 342-12|||||||법무법인 법가||||91604
법무법인/다윈||||변호사|031-876-9330||경기 의정부시 가능동 365-16|||||||법무법인 다윈|(진성빌딩 3， 4층)|||91604
법무법인/열린법률||||변호사|043-845-7007|충북 충주시 계명대로 113||||||||법무법인 열린법률|2층,3층 (교현동)|||91604
법무법인/서광||||변호사|02-3477-3900||서울 서초구 서초동 1553-5|||||||법무법인 서광|(오퓨런스빌딩 12층)|||91604
법무법인/태웅||||변호사|3453-0044|서울 서초구 강남대로 221||||||||법무법인 태웅|2층 (양재동,양재역주차빌딩)|||91604
법무법인/대양||||변호사|903-5822|서울 강북구 도봉로 313||||||||법무법인 대양|302호 (수유동,효성인텔리안오피스텔)|||91604
법무법인/비전||||변호사|6743-7000|서울 서초구 법원로3길 10||||||||법무법인 비전|1층,2층 (서초동,비전빌딩)|||91604
법무법인/서울제일||||변호사|568-4040|서울 강남구 테헤란로 (역삼동 , 역삼하이츠) 151||||||||법무법인 서울제일|11층|||91604
법무법인/신한||||변호사|778-6313||서울 종로구 종로19 (종로1가 , 르메이에르 종로타운) , 403-1호 |||||||법무법인 신한||||91604
법무법인/정성||||변호사|592-1588|서울 강북구 도봉로 328||||||||법무법인 정성|704호 (번동,가든타워빌딩)|||91604
법무법인/자연수||||변호사|533-4567||서울 서초구 서초동 1708-1|||||||법무법인 자연수|(화인빌딩 2층)|||91604
법무법인/정||||변호사|032-861-7000|인천 남구 소성로 171||||||||법무법인 정|503호 (학익동,로시스빌딩)|||91604
법무법인/지엘||||변호사|3482-5700||서울 서초구 서초동 1705|||||||법무법인 지엘|정곡빌딩 서관 514,515,516호|||91604
법무법인/구덕||||변호사|051-506-8789||부산 연제구 거제동 1491-2|||||||법무법인 구덕|(성신프라이언빌딩 3，4층)|||91604
법무법인/남강||||변호사|558-3200|서울 서초구 서초중앙로 160||||||||법무법인 남강|701호,1106호,1107호 (서초동,법률센터)|||91604
법무법인/춘추||||변호사|3478-9333||서울 서초구 서초동 1703-7|||||||법무법인 춘추|(대산빌딩 5층)|||91604
법무법인/신우||||변호사|02-3452-7300|서울 서초구 서초중앙로 118||||||||법무법인 신우|9층 (서초동,카이스시스템빌딩)|||91604
법무법인/명문||||변호사|032-861-6300|인천 미추홀구 소성로185번길 28||||||||법무법인 명문|303호 (학익동,명인빌딩)|||91604
법무법인/문수||||변호사|052-267-1221||울산 남구 옥동 280-4|||||||법무법인 문수|(명인빌딩 2，4，5층)|||91604
법무법인/경원||||변호사|3482-8100||서울 서초구 서초동 1694-17|||||||법무법인 경원|(경원빌딩 7층)|||91604
법무법인/민주||||변호사|591-8400||서울 서초구 반포동 51-12|||||||법무법인 민주|(홍익대 강남관 7층)|||91604
법무법인/창공||||변호사|053-568-1003|대구 달서구 장산남로 33||||||||법무법인 창공|101호,201호,202호 (용산동,롯데캐슬)|||91604
법무법인/유일||||변호사|532-8805|서울 서초구 서초중앙로 153||||||||법무법인 유일|201호 (서초동,서울빌딩)|||91604
법무법인/강산||||변호사|2644-6122|서울특별시 서초구 서초중앙로 119||||||||법무법인 강산|3층 (서초동,세연타워)|||91604
공증인가/법무법인/성실||||변호사|854-0088|서울 구로구 가마산로 250||||||||공증인가 법무법인 성실|503호 (구로동)|||91604
법무법인/한림||||변호사|2696-2515||서울 강서구 화곡6동 998-9|||||||법무법인 한림|원풍빌딩 5층|||91604
법무법인/인덕||||변호사|3443-8631|서울 서초구 서초대로56길 22||||||||법무법인 인덕|5층 (서초동,성운빌딩)|||91604
천마/법무법인||||변호사|053-755-1280||대구 수성구 범어동 13-19|||||||천마 법무법인|(서현빌딩 1층)|||91604
법무법인/다비다||||변호사|032-321-0011||경기 부천시 원미구 상동 448-1|||||||법무법인 다비다|(뉴법조타운 103,202,3,6층)|||91604
법무법인/명인||||변호사|032-861-0002||인천 남구 학익동 240-1|||||||법무법인 명인|(명인빌딩 203호)|||91604
법무법인/대지||||변호사|594-0205|서울 서초구 서초대로 397||||||||법무법인 대지|A동 1106호 (서초동,부띠크 모나코)|||91604
법무법인/마당||||변호사|031-213-6633|경기 수원시 영통구 광교중앙로248번길 95-9||||||||법무법인 마당|401~404호 (하동,캡틴법조타운)|||91604
법무법인/탑||||변호사|031-739-8000||경기 성남시 수정구 단대동 69-7|||||||법무법인 탑|(3，4층)|||91604
법무법인/정일||||변호사|2605-0245~6|서울 양천구 신월로 375||||||||법무법인 정일|(신정동,공평빌딩 3층)|||91604
법무법인/오아시스||||변호사|032-325-3115||경기 부천시 원미구 상동 448-2|||||||법무법인 오아시스|(법조타운 701,702,703호)|||91604
법무법인/신촌||||변호사|333-2477|서울 마포구 신촌로 88||||||||법무법인 신촌|3층 (노고산동,태영빌딩)|||91604
법무법인/서현||||변호사|031-701-3839|경기 성남시 분당구 황새울로 325||||||||법무법인 서현|602호,603호 (서현동,서현하우비)|||91604
법무법인/아태||||변호사|755-2980|서울 송파구 법원로 90||||||||법무법인 아태|614호 (문정동,파트너스2)|||91604
선명/법무법인||||변호사|559-0900|서울 강남구 테헤란로 306||||||||선명 법무법인|14층 (역삼동,카이트타워)|||91604
법무법인/자유로||||변호사|031-908-9800|경기 고양시 일산동구 장백로 206.||||||||법무법인 자유로|5층 (장항동,이지로빌딩)|||91604
법무법인/케이알||||변호사|592-9410||서울 서초구 서초동 1677-1|||||||법무법인 케이알|(브라운스톤서초 2층)|||91604
법무법인/통일||||변호사|031-908-6700|경기 고양시 일산동구 중앙로 1187||||||||법무법인 통일|2층 (장항동,흥국생명빌딩)|||91604
법무법인/태양||||변호사|053-752-4215||대구 수성구 범어동 173-1|||||||법무법인 태양||||91604
법무법인/로시스||||변호사|032-861-5511||인천 남구 학익동 251-33|||||||법무법인 로시스|(로시스빌딩 지층,2층,3층,8층)|||91604
법무법인/해동||||변호사|032-245-3000|인천 미추홀구 소성로 171||||||||법무법인 해동|3,5층 (학익동,대흥평창로시스빌딩)|||91604
법무법인/로쿨||||변호사|031-216-3700|경기 수원시 영통구 광교중앙로266번길 30||||||||법무법인 로쿨|601호 (하동,그랜드프라자)|||91604
법무법인/길상||||변호사|3486-0037||서울 서초구 서초동 1656-2|||||||법무법인 길상|(일광빌딩5층)|||91604
법무법인/이현||||변호사|587-1545|서울 서초구 서초대로 50길 104||||||||법무법인 이현|3층 (코랜드빌딩,서초동)|||91604
법무법인/삼일||||변호사|053-553-0031|대구 달서구 달서구 장산남로 21||||||||법무법인 삼일|308호,309호 (용산동,법조빌딩 )|||91604
법무법인/새얼||||변호사|032-861-6666|인천 미추홀구 학익소로 66||||||||법무법인 새얼|101호,102호,501호,601호,602호 (학익동,선정빌딩)|||91604
법무법인/정동국제||||변호사|755-0199|서울 강남구 언주로 432-6||||||||법무법인 정동국제|5층 (역삼동,성보빌딩Ⅱ)|||91604
법무법인/송백||||변호사|3474-5300||서울 서초구 서초동 1573-1|||||||법무법인 송백|(서초프라자 6층)|||91604
법무법인/중추||||변호사|591-0220||서울 서초구 서초동 1697-12|||||||법무법인 중추|(중추빌딩 3층)|||91604
법무법인/동산||||변호사|031-555-0303||경기 구리시 인창동 264-4|||||||법무법인 동산|쌍용 플래티넘 선스타워 404호|||91604
법무법인/공평종합||||변호사|031-317-5300|경기 안양시 동안구 시민대로 297||||||||법무법인 공평종합|201호,202호 (관양동,한솔센트럴파크3차빌딩 )|||91604
법무법인/산하||||변호사|537-3322|서울 강남구 테헤란로16길 15||||||||법무법인 산하|9층,10층,11층 (역삼동,산하로타워)|||91604
법무법인/조율||||변호사|597-9800|서울 서초구 서초대로 301||||||||법무법인 조율|19층 (서초동,동익성봉빌딩)|||91604
법무법인/남산||||변호사|777-0550|서울 중구 퇴계로 97||||||||법무법인 남산|1701호 (충무로1가,고려대연각타워)|||91604
강남종합/법무법인||||변호사|532-9500||서울 동작구 사당1동 1007-39|||||||강남종합 법무법인|(우석빌딩 7층)|||91604
법무법인/천우||||변호사|591-6100||서울 서초구 서초3동 1708-1|||||||법무법인 천우|(화인빌딩 3층)|||91604
서도/법무법인||||변호사|041-568-6000|충남 천안시 동남구 청수14로 96||||||||서도 법무법인|1층 101-1호 (청당동,백석문화센터)|||91604
공증인가/법무법인/수호||||변호사|031-715-4411||경기 성남시 분당구 구미동 8-2|||||||공증인가 법무법인 수호|엠디프라자 603호|||91604
법무법인/온누리||||변호사|031-475-2500|경기 안산시 광덕서로 68||||||||법무법인 온누리|3층 (고잔동,삼영빌딩)|||91604
법무법인/화현||||변호사|535-1766|서울 서초구 반포대로30길 29||||||||법무법인 화현|5층~10층 (서초동,마운틴뷰)|||91604
법무법인/신성||||변호사|051-949-5000||부산 연제구 거제동 1492-1|||||||법무법인 신성|(세종빌딩 3，4층)|||91604
법무법인/우리들||||변호사|051-949-2001||부산 연제구 거제동 1489-4|||||||법무법인 우리들|(법조타운 2층)|||91604
법무법인/현무||||변호사|031-318-4700||경기 시흥시 하중동 873-1|||||||법무법인 현무|(금천프라자 103， 303호)|||91604
법무법인/와이비엘||||변호사|596-4646|서울 서초구 법원로3길 6-9||||||||법무법인 와이비엘|3층 (서초동,법조빌딩)|||91604
법무법인/서석||||변호사|062-226-7400/1||광주 동구 지산동 715-2|||||||법무법인 서석|(법조타운 206호)|||91604
법무법인/코리아||||변호사|3481-8326/7|서울 서초구 서초대로42길 54||||||||법무법인 코리아|2층 (서초동,건설기계회관)|||91604
법무법인/서정||||변호사|311-1114|서울 강남구 테헤란로 145||||||||법무법인 서정|15층 (역삼동,우신빌딩)|||91604
법무법인/대유||||변호사|595-8771|서울 서초구 서초대로51길 25||||||||법무법인 대유|701호 (서초동,로펌타워)|||91604
법무법인/한서||||변호사|588-0220|서울 서초구 서초대로 341||||||||법무법인 한서|7층 (서초동,정보통신공제조합회관)|||91604
법무법인/다우||||변호사|784-9000||서울 영등포구 여의도동 26-5|||||||법무법인 다우|(대오빌딩 5층)|||91604
법무법인/금강||||변호사|055-335-5324|경남 김해시 우암로 175||||||||법무법인 금강|201-1호 (내동)|||91604
법무법인/정세||||변호사|581-4040||서울 서초구 서초동 1553-5|||||||법무법인 정세|(오퓨런스빌딩 15층)|||91604
법무법인/청률||||변호사|051-507-1001,6||부산 연제구 거제동 1487-1|||||||법무법인 청률|(정림빌딩 401호)|||91604
법무법인/김해앤세계||||변호사|055-323-8009||경남 김해시 부원동 620-3|||||||법무법인 김해앤세계||||91604
법무법인/탐라||||변호사|064-726-6111,721-7701|제주 제주시 남광북5길 2||||||||법무법인 탐라|3층,4층 (이도이동,영산빌딩)|||91604
법무법인/범어||||변호사|053-215-0200|대구 수성구 동대구로 351||||||||법무법인 범어|(범어동)|||91604
법무법인/프라임||||변호사|02-704-9800||서울 마포구 공덕동 105-153|||||||법무법인 프라임|(문산빌딩 2층)|||91604
법무법인/세영||||변호사|053-744-3900|대구 수성구 동대구로 348-15||||||||법무법인 세영|1층,3층 (범어동,율촌빌딩)|||91604
경희/법무법인||||변호사|031-322-4959|경기 용인시 처인구 금령로 36||||||||경희 법무법인|401호 (김량장동,거성빌딩)|||91604
