##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@PACADEMY
#신나는피아노음악학원||||음악/미술학원||울산광역시 남구 옥현로 92-17||1|학교교과교습학원;예능(대);음악;예능(중)|||||#신나는피아노음악학원|2층,201호 (무거동)|||20309
북구간호학원||||전문자격학원|052-296-8810|울산광역시 북구 호계3길 17-17||8|평생직업교육학원;직업기술;간호조무사;간호보조기술|||||북구간호학원|2층 (호계동)|||20307
북구계림법학원||||전문자격학원||울산광역시 북구 신답로 37||8|평생직업교육학원;직업기술;부동산;경영·사무관리|||||북구계림법학원|7층일부 (상안동)|||20307
북구꿈이크는과수원학원||||일반학원|016-834-1749|울산광역시 북구 화산로 14||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북구꿈이크는과수원학원|휴먼프라자 203호 (화봉동)|||20315
북구대교아카데미학원||||일반학원||울산광역시 북구 신답로 37||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북구대교아카데미학원|4층 일부 (상안동)|||20315
북구알지수학과학단과학원||||일반학원|052-283-0767|울산광역시 북구 두부곡4길 17||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||북구알지수학과학단과학원|엘지진로아파트 상가205호 (연암동)|||20315
북구예원음악학원||||음악/미술학원|052-289-5579|울산광역시 북구 염포로 459||3|학교교과교습학원;예능(대);음악;예능(중)|||||북구예원음악학원|양정힐스테이트상가 401호 (양정동)|||20309
북구정진학원||||일반학원||울산광역시 북구 고래로 2||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북구정진학원|상가3층 301호 (천곡동,원동현대아파트)|||20315
북구진단과학원||||일반학원|052-286-5838|울산광역시 북구 가재길 82||16|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북구진단과학원|403호,404호 (천곡동)|||20315
북구토프러스어학원||||외국어학원|052-297-0579|울산광역시 북구 매산로 15||8|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||북구토프러스어학원|4층 501호 (매곡동)|||20305
북구퍼스트아카데미입시학원||||일반학원|052-295-3990|울산광역시 북구 매곡본길 24-6||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||북구퍼스트아카데미입시학원|대하그린파크6호동상가 2층 (203,204,201호) (매곡동)|||20315
북구플라워미술학원||||음악/미술학원|052-295-9987|울산광역시 북구 신답로 35||4|학교교과교습학원;예능(대);미술;예능(중)|||||북구플라워미술학원|201호 (상안동)|||20309
북구한우리독서논술학원||||일반학원|052-288-1957|울산광역시 북구 두부곡4길 22||3|학교교과교습학원;입시.검정 및 보습;입시·논술;보통교과|||||북구한우리독서논술학원|2층 (연암동)|||20315
북클럽스터디센터매곡학원||||일반학원|052-295-4984|울산광역시 북구 신천로 83||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북클럽스터디센터매곡학원|H프라자303호 (매곡동)|||20315
북클럽스터디센터화봉학원||||일반학원|052-289-9530|울산광역시 북구 화산로 22||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북클럽스터디센터화봉학원|2층 일부 (화봉동)|||20315
분홍돌고래미술학원||||음악/미술학원|052-243-5104|울산광역시 북구 염포로 459||3|학교교과교습학원;예능(대);미술;예능(중)|||||분홍돌고래미술학원|양정힐스테이트상가 203호 2층 (양정동)|||20309
브레멘음악학원||||음악/미술학원|052-287-2030|울산광역시 북구 화동로 11||6|학교교과교습학원;예능(대);음악;예능(중)|||||브레멘음악학원|124동 305호 (쌍용예가상가) (화봉동,화봉 쌍용예가)|||20309
브레이니중앙학원||||일반학원|052-286-3366|울산광역시 북구 제내5길 26||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||브레이니중앙학원|무지개타운상가 202-205호 (신천동,무지개아파트)|||20315
블랙영어수학학원||||일반학원|052-287-7931|울산광역시 북구 화동로 10||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||블랙영어수학학원|3층일부 (화봉동)|||20315
블록피아창의학원||||일반학원|052-285-3691|울산광역시 북구 신천로 57||5|학교교과교습학원;기타(대);금속;기타(중)|||||블록피아창의학원|3층 일부 (매곡동)|||20315
블루오션수학영어전문학원||||일반학원|052-2951-258|울산광역시 북구 매산로 92-19||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||블루오션수학영어전문학원|3층 (매곡동)|||20315
비타민학원||||일반학원|052-289-8890|울산광역시 북구 명촌10길 3||7|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||비타민학원|3층 일부 (명촌동)|||20315
빨간펜수학의달인명촌학원||||일반학원|010-3557-1312|울산광역시 북구 명촌10길 23||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||빨간펜수학의달인명촌학원|301호 (명촌동)|||20315
사과나무피아노전문학원||||음악/미술학원|052-265-6455|울산광역시 북구 염포로 671||2|학교교과교습학원;예능(대);음악;예능(중)|||||사과나무피아노전문학원|4층 (염포동)|||20309
삼성영수학원||||일반학원|052-288-8829|울산광역시 북구 화동로 11||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||삼성영수학원|쌍용예가상가 202호 (화봉동,쌍용예가)|||20315
삼성영어전문학원||||외국어학원|052-282-0816|울산광역시 북구 천곡길 131||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||삼성영어전문학원|2층 (천곡동)|||20305
상떼빌미술학원||||음악/미술학원|052-288-3533|울산광역시 북구 염포로 669||2|학교교과교습학원;예능(대);미술;예능(중)|||||상떼빌미술학원|염포성원상떼빌 상가304호 (염포동)|||20309
상상스케치미술학원||||음악/미술학원||울산광역시 북구 호수중앙로 15-22||2|학교교과교습학원;예능(대);미술;예능(중)|||||상상스케치미술학원|상가 212동202호 (호계동,한양수자인2차)|||20309
상안이엘씨/외국어학원||||일반학원|052-282-0505|울산광역시 북구 가재길 87||9|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||상안ELC 외국어학원||상안이엘씨(ELC)외국어학원|4층 (천곡동)|||20315
상안이제마독서실||||독서실|052-285-0070|울산광역시 북구 가재길 29||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||상안이제마독서실|3층4층 (상안동)|||20317
상안점공존독서실||||독서실|052-282-8283|울산광역시 북구 아진로 76||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||상안점공존독서실|301호 일부 (상안동)|||20317
상안지앤비어학원||||외국어학원|052-282-4800|울산광역시 북구 달천로 11||7|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||상안지앤비어학원|3층일부 (천곡동)|||20305
상안토프러스어학원||||외국어학원|052-285-0501|울산광역시 북구 가재길 86||6|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||상안토프러스어학원|3층 (천곡동)|||20305
상안프라임영어전문학원||||일반학원|052-286-0594|울산광역시 북구 달천로 22||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||상안프라임영어전문학원|3층 일부 (천곡동)|||20315
새봄피아노음악학원||||음악/미술학원|052-288-3921|울산광역시 북구 양정2길 3||4|학교교과교습학원;예능(대);음악;예능(중)|||||새봄피아노음악학원|2층 (양정동)|||20309
새소리음악학원||||음악/미술학원|052-282-3600|울산광역시 북구 이화5길 23||3|학교교과교습학원;예능(대);음악;예능(중)|||||새소리음악학원|현대글로리아상가 303 (중산동)|||20309
새열린음악학원||||음악/미술학원|052-289-5945|울산광역시 북구 상방로 88||3|학교교과교습학원;예능(대);음악;예능(중)|||||새열린음악학원|(2층) (화봉동)|||20309
새이화음악학원||||음악/미술학원|052-282-1289|울산광역시 북구 신답로 71-11||6|학교교과교습학원;예능(대);음악;예능(중)|||||새이화음악학원|1층,2층 (상안동)|||20309
새하늘음악학원||||음악/미술학원|052-298-6702|울산광역시 북구 정자7길 22-11||2|학교교과교습학원;예능(대);음악;예능(중)|||||새하늘음악학원|2층 (정자동)|||20309
새한아름음악학원||||음악/미술학원|052-298-0594|울산광역시 북구 아진로 77||2|학교교과교습학원;예능(대);음악;예능(중)|||||새한아름음악학원|쌍용아진2차아파트 상가301호 (상안동)|||20309
생각나래학원||||일반학원|010-5164-5647|울산광역시 북구 달천로 9||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||생각나래학원|401호 (천곡동)|||20315
생각브릿지학원||||일반학원|052-236-5300|울산광역시 북구 매곡1로 46||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||생각브릿지학원|3층 303호일부.대우프라자 (매곡동)|||20315
샤인음악학원||||음악/미술학원|052-288-5789|울산광역시 북구 염포로 675||2|학교교과교습학원;예능(대);음악;예능(중)|||||샤인음악학원|2층일부 (염포동)|||20309
서울영진학원||||일반학원|052-296-5004|울산광역시 북구 가재길 87||1|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||서울영진학원|3층 (천곡동,농협천곡지점)|||20315
서하학원||||일반학원|052-294-2779|울산광역시 북구 달천로 19||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||서하학원|4층 (천곡동)|||20315
성균관수학학원||||일반학원|052-7161-105|울산광역시 북구 가재길 82||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||성균관수학학원|702호 (천곡동)|||20315
센트럴어학원||||외국어학원||울산광역시 북구 명촌10길 23||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||센트럴어학원|4층 (명촌동)|||20305
솔1인독서실||||독서실||울산광역시 북구 중산2길 3||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||솔1인독서실|2층 (중산동)|||20317
솔담학원||||일반학원|052-282-6340|울산광역시 북구 아진로 78||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||솔담학원|맑은샘빌딩 204호 (상안동)|||20315
송재욱수학전문학원||||일반학원|052-288-6766|울산광역시 북구 화봉로 60||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||송재욱수학전문학원|3층 (306호) (연암동)|||20315
송정독서실||||독서실|052-287-7801|울산광역시 북구 화산중앙로 84||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||송정독서실|3층 일부 (화봉동,새마을금고)|||20317
송정멘사에스지영재학원||||일반학원|052-905-2323|울산광역시 북구 상방로 80||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||송정멘사에스지영재학원|2층 (화봉동)|||20315
송정유츠어학원||||외국어학원||울산광역시 북구 화산중앙로 84||7|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||송정유츠어학원|2층 일부 (화봉동)|||20305
송정토프러스/어학원||||외국어학원||울산광역시 북구 박상진2로 121||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||TOPLUS 어학원||송정토프러스(TOPLUS)어학원|401동 (상가)201~209호 (화봉동,한라비발디캠퍼스)|||20305
수/영어학원||||일반학원|052-288-4222|울산광역시 북구 화동로 11||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||Sue 영어학원||수(Sue)영어학원|124동 301호 (화봉쌍용예가상가) (화봉동)|||20315
수단과학원||||일반학원|052-286-0984|울산광역시 북구 아진로 102||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||수단과학원|3층 (천곡동)|||20315
수목원원리영어수학학원||||일반학원||울산광역시 북구 호계매곡1로 31||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||수목원원리영어수학학원|102동 (에일린의뜰1차상가) (매곡동)|||20315
수아트미술학원||||음악/미술학원||울산광역시 북구 중산1길 34||2|학교교과교습학원;예능(대);미술;예능(중)|||||수아트미술학원|벨라빌 2층 201호 (중산동)|||20309
