##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@관광공사맛집
경호횟집||128.6009041371|38.2130843827|관광공사맛집|033-632-4355|강원도 속초시 영랑해안길 17||맛집;음식|09:30 ~ 22:00|||||경호횟집||||kto
큰갯물횟집||126.4382280753|33.2394161069|관광공사맛집|064-738-1625|제주특별자치도 서귀포시 대포로 161||맛집;음식|12:00 ~ 22:00|||||큰갯물횟집||||kto
함흥집||128.5597233942|35.1863936203|관광공사맛집|055-246-2050|경상남도 창원시 마산합포구 문화북1길 42||음식|11:00 ~ 22:00|||||함흥집||||kto
소벌민물장어||128.5192081559|35.2649673935|관광공사맛집|055-232-3636|경상남도 창원시 마산회원구 내서읍 호계본동로 66||음식|10:00 ~ 22:00|||||소벌민물장어||||kto
소반(합포구)||128.5634947222|35.2073774434|관광공사맛집|055-222-0044|경상남도 창원시 마산합포구 무학로 440||음식|10:00 ~ 22:00|||||소반(합포구)||||kto
소반(의창구)||128.6081672485|35.2573309774|관광공사맛집|055-297-3700|경상남도 창원시 의창구 의창대로70번길 1||음식|11:30 ~ 22:00|||||소반(의창구)||||kto
성산명가||128.6826395501|35.2192032807|관광공사맛집|055-263-6618|경상남도 창원시 성산구 마디미로63번길 7||음식|11:30 ~ 22:30|||||성산명가||||kto
섬마을||128.7096501791|35.1497837836|관광공사맛집|055-542-1020|경상남도 창원시 진해구 자은로78번길 30||음식|10:00 ~ 21:30|||||섬마을||||kto
설향꽃게찜||128.7008603299|35.2137070071|관광공사맛집|055-274-6580|경상남도 창원시 성산구 대암로 40-14||음식|10:00 ~ 22:30|||||설향꽃게찜||||kto
석청||128.6977956847|35.1487781243|관광공사맛집|055-551-9696|경상남도 창원시 진해구 이동로40번길 24||음식|09:30 ~ 22:00|||||석청||||kto
석정원숯불갈비||128.5811710251|35.2047863881|관광공사맛집|055-221-9595|경상남도 창원시 마산합포구 오동동14길 28||음식|11:30 ~ 22:00|||||석정원숯불갈비||||kto
사시미도||128.6764065229|35.2280077341|관광공사맛집|055-264-6674|경상남도 창원시 성산구 외동반림로130번길 43||음식|10:30 ~ 23:00|||||사시미도||||kto
개성순대||128.5757954427|35.1405490557|관광공사맛집|055-222-9113|경상남도 창원시 마산합포구 가포로 686||음식|10:00 ~ 22:00|||||개성순대주식회사||||kto
갯마을낙지||128.7079265426|35.2076828124|관광공사맛집|055-283-3006|경상남도 창원시 성산구 가양로124번길 21-9||음식|11:30 ~ 23:30|||||갯마을낙지||||kto
거창가든||128.5506281442|35.2458645543|관광공사맛집|055-231-5016|경상남도 창원시 마산회원구 송평로 170||음식|11:30 ~ 22:00|||||거창가든||||kto
경호강메기탕||128.6480420066|35.2401169692|관광공사맛집|055-238-7669|경상남도 창원시 의창구 창이대로85번길 5||음식|10:00 ~ 21:00|||||경호강메기탕||||kto
고구려||128.5417402609|35.2373847901|관광공사맛집|055-232-6700|경상남도 창원시 마산회원구 두척1길 27||음식|10:00 ~ 22:00|||||고구려||||kto
곰내||128.6497640426|35.2414418519|관광공사맛집|055-265-8959, 010-2916-8959|경상남도 창원시 의창구 창이대로107번길 7||음식|24시간 영업|||||곰내||||kto
도래지한정식||126.4350673169|35.3604953862|관광공사맛집|061-356-8855|전라남도 영광군 법성면 굴비로1길 106-14||도래지한정식;맛집;연중무휴;영광맛집;음식;전라권;한식|10:00 ~ 21:00|||||도래지한정식||||kto
동해막국수||128.8317275887|37.8592327473|관광공사맛집|033-662-2263|강원도 강릉시 연곡면 성안길 47-3||맛집;음식|10:30 ~ 19:00(재료소진시 조기마감)|||||동해막국수||||kto
시골할머니추어탕||128.8509630408|37.7346253229|관광공사맛집|033-644-8714|강원도 강릉시 성산면 솔밭길 16||맛집;음식|09:00 ~ 21:00|||||시골할머니추어탕||||kto
볼리에르||128.5227604818|34.9585073884|관광공사맛집|055-636-9345|경상남도 거제시 사등면 가조로 1292-20||맛집;음식|11:00 ~ 21:00|||||볼리에르||||kto
채원||127.3616305507|37.7602164500|관광공사맛집|031-585-0104|경기도 가평군 상면 수목원로 206||맛집;음식|09:00 ~ 21:00|||||채원||||kto
올리브정원/패밀리||128.5614289864|35.1794777604|관광공사맛집|055-248-1010|경상남도 창원시 마산합포구 월영동4길 13||음식|11:30 ~ 22:00|||||올리브정원 패밀리||||kto
오리향||128.6937505087|35.1889429899|관광공사맛집|055-285-3377|경상남도 창원시 성산구 공단로 732||음식|11:30 ~ 22:00|||||오리향||||kto
약수터가든||128.5515950224|35.2348796949|관광공사맛집|055-232-9008|경상남도 창원시 마산회원구 회성서1길 11||음식|09:30 ~ 22:00|||||약수터가든||||kto
아라횟집||128.5774269733|35.2023449282|관광공사맛집|055-223-0088|경상남도 창원시 마산합포구 어시장9길 84||음식|07:00 ~ 23:00|||||아라횟집||||kto
신라아구찜||128.7063615590|35.1504503150|관광공사맛집|055-543-5558|경상남도 창원시 진해구 진해대로874번길 5-21||음식|11:00 ~ 22:00|||||신라아구찜||||kto
시루봉가든||128.7108388972|35.1522557496|관광공사맛집|055-545-5388|경상남도 창원시 진해구 자은로88번길 5||음식|11:00 ~ 22:00|||||시루봉가든||||kto
수제갈비|창원중동점|128.6204661003|35.2600392298|관광공사맛집|055-253-9939|경상남도 창원시 의창구 평산로185번길 48||음식|10:30 ~ 21:30|||||수제갈비(창원중동점)||||kto
수어지||128.7018619079|35.1520722735|관광공사맛집|055-542-1930|경상남도 창원시 진해구 동진로 55||음식|10:00 ~ 22:00|||||수어지||||kto
송원왕갈비||128.8220083904|35.1002052771|관광공사맛집|055-552-1381|경상남도 창원시 진해구 용원동로 310||음식|11:00 ~ 22:00(일요일 11:00 ~ 21:00)|||||송원왕갈비||||kto
전주복탕||128.6755179375|35.2196475452|관광공사맛집|055-284-0737|경상남도 창원시 성산구 중앙대로39번길 6||음식|10:00 ~ 22:00|||||전주복탕||||kto
자생오리원||128.6698064624|35.2515438599|관광공사맛집|055-276-5252|경상남도 창원시 의창구 대봉로26번길 23||음식|11:00 ~ 22:00|||||자생오리원||||kto
유하일식||128.7077057984|35.1537055301|관광공사맛집|055-542-3002|경상남도 창원시 진해구 냉천로 99||음식|12:00 ~ 14:00/17:00 ~ 22:00|||||유하일식||||kto
원조꽃게탕||128.6769620461|35.2274105891|관광공사맛집|055-287-9190|경상남도 창원시 성산구 외동반림로130번길 54||음식|11:00 ~ 06:00|||||원조꽃게탕||||kto
우람||128.5425062566|35.2597906199|관광공사맛집|055-232-2556|경상남도 창원시 마산회원구 내서읍 안성로 39||음식|11:30 ~ 22:00|||||우람||||kto
우람한우마을||128.6870501825|35.2226557511|관광공사맛집|055-267-0755|경상남도 창원시 성산구 원이대로682번길 6||음식|11:30 ~ 22:00|||||우람한우마을||||kto
왕가옥||128.6808952430|35.2197531871|관광공사맛집|055-263-2220|경상남도 창원시 성산구 마디미로64번길 11||음식|10:00 ~ 22:00|||||왕가옥||||kto
와사비일식||128.6832172780|35.2191810710|관광공사맛집|055-264-7090|경상남도 창원시 성산구 마디미동로 58||음식|10:00 ~ 21:30|||||와사비일식||||kto
건들바위라이브레스토랑||128.5980294944|35.8562965839|관광공사맛집|053-421-1500~1|대구광역시 중구 명덕로 249||건들바위라이브레스토랑;경상권;대구맛집;맛집;음식;한식|11:00 ~ 02:00|||||건들바위라이브레스토랑||||kto
느릅나무아래||127.7902938511|38.0558621983|관광공사맛집|033-442-5517, 033-441-5518|강원도 화천군 간동면 파로호로 923-15||강원권;느릅나무아래;맛집;음식;한식;한식;화천맛집|09:00 ~ 23:00|||||느릅나무아래||||kto
오페라||129.1754760289|35.1589857552|관광공사맛집|051-746-6670∼3|부산광역시 해운대구 달맞이길117번길 29||맛집;음식|11:00 ~ 23:30|||||오페라||||kto
좋은참치||129.1080243333|37.5200634423|관광공사맛집|033-532-3736|강원도 동해시 한섬로 37-1||맛집;음식|17:00 ~ 02:00|||||좋은참치||||kto
수리골추어탕||128.8932022329|37.7814401741|관광공사맛집|033-642-2078|강원도 강릉시 수리골길 141||맛집;음식|11:30 ~ 20:00|||||수리골추어탕||||kto
한밭식당||127.4309088970|36.3309492237|관광공사맛집|042-256-1565|대전광역시 동구 태전로 3||맛집;음식|09:00 ~ 22:00|||||한밭식당||||kto
주남오리알||128.6760044690|35.3050990681|관광공사맛집|055-297-7776|경상남도 창원시 의창구 동읍 주남로 93-21||음식|11:20 ~ 21:20|||||주남오리알||||kto
진주명가장어구이||128.6820062459|35.2201698272|관광공사맛집|055-275-2772|경상남도 창원시 성산구 마디미로56번길 6||음식|10:00 ~22:00|||||진주명가장어구이||||kto
진미갈비촌||128.6270225165|35.2069564214|관광공사맛집|055-286-6665|경상남도 창원시 성산구 신촌로 29||음식|10:00 ~ 22:00|||||진미갈비촌||||kto
죽향횟집||128.7072932268|35.2090909761|관광공사맛집|055-284-8381, 010-7157-0130|경상남도 창원시 성산구 가양로124번길 5-5||음식|11:50 ~ 21:00|||||죽향횟집||||kto
천자마루||128.7291271971|35.1149602640|관광공사맛집|055-545-6882|경상남도 창원시 진해구 어은로 37||음식|10:00 ~ 22:00|||||천자마루||||kto
진해농협한우정||128.6981065567|35.1566383599|관광공사맛집|055-541-5206|경상남도 창원시 진해구 진해대로776번길 28||음식|10:00 ~ 22:00|||||진해농협한우정||||kto
판문점(의창구)||128.6164886631|35.2603002394|관광공사맛집|055-277-3242|경상남도 창원시 의창구 남산로17번길 50||음식|11:30 ~ 22:00|||||판문점(의창구)||||kto
판문점(합포구)||128.5797377525|35.2071722054|관광공사맛집|055-246-3610|경상남도 창원시 마산합포구 문화의길 8||음식|10:00 ~ 22:00|||||판문점(합포구)||||kto
청송해변집||128.5723525477|35.0939625516|관광공사맛집|055-222-8780|경상남도 창원시 마산합포구 구산면 해양관광로 1285-57||음식|11:00 ~ 21:00|||||청송해변집||||kto
청기와꽂게장||128.6892942154|35.2306215648|관광공사맛집|055-264-2255|경상남도 창원시 의창구 상남로 214||음식|10:00 ~ 22:00|||||청기와꽂게장||||kto
하늘목장||128.5630065821|35.1811303815|관광공사맛집|055-221-9277|경상남도 창원시 마산합포구 해안대로 41||음식|10:00 ~ 22:00|||||하늘목장||||kto
하늘땅||128.6949178797|35.1590908045|관광공사맛집|055-541-5252|경상남도 창원시 진해구 진해대로728번길 7||음식|10:00 ~ 22:00|||||하늘땅||||kto
푸주옥||128.6874497752|35.2364208798|관광공사맛집|055-266-4121|경상남도 창원시 의창구 용지로 257||음식|08:00 ~ 22:00|||||푸주옥||||kto
한우천하통일||128.3742688676|35.1308298467|관광공사맛집|055-271-9922|경상남도 창원시 마산합포구 진전면 팔의사로 255||음식|10:00 ~ 22:00|||||한우천하통일||||kto
한옥산에산에||128.5583398625|35.1982394869|관광공사맛집|055-243-3232|경상남도 창원시 마산합포구 완월북10길 5-1||음식|10:00 ~ 22:00|||||한옥산에산에||||kto
하늘정원||128.6907841345|35.1876986312|관광공사맛집|055-285-8529|경상남도 창원시 성산구 안민로117번길 26||음식|10:00 ~ 22:00|||||하늘정원||||kto
송학식당||126.7931410250|35.1404873859|관광공사맛집|062-944-2200|광주광역시 광산구 상무대로 239||맛집;음식|09:00 ~ 20:00|||||송학식당||||kto
옥천냉면||127.4498408623|37.5106026099|관광공사맛집|031-773-3575|경기도 양평군 옥천면 경강로 1493-8||맛집;음식|11:00 ~ 20:00|||||옥천냉면||||kto
함흥면옥||128.7008842467|35.1509057196|관광공사맛집|055-542-1040|경상남도 창원시 진해구 냉천로 29||음식|11:00 ~ 21:30|||||함흥면옥||||kto
한우촌||128.5840485223|35.2058640971|관광공사맛집|055-224-1100|경상남도 창원시 마산합포구 해안대로 416||음식|11:00 ~ 23:00|||||한우촌||||kto
회진횟집||126.9408775131|34.4830582314|관광공사맛집|061-867-5860|전라남도 장흥군 회진면 회진선창길 2-1||맛집;연중무휴;음식;장흥맛집;활어회;회진횟집|08:00 ~ 23:00|||||회진횟집||||kto
어부촌||127.0836715832|34.6676566029|관광공사맛집|061-853-1331|전라남도 보성군 회천면 남부관광로 2275||맛집;음식|유동적|||||어부촌||||kto
양자강||127.9898630236|38.1063073055|관광공사맛집|033-481-2317|강원도 양구군 양구읍 양록길 106||맛집;음식|10:00 ∼ 21:00|||||양자강||||kto
수도회관||126.4467406660|36.7893515651|관광공사맛집|041-666-0123|충청남도 서산시 부춘산1로 16||맛집;음식|11:00 ~ 21:00|||||수도회관||||kto
곰달청기와||128.6060341289|35.2563171634|관광공사맛집|055-277-3635|경상남도 창원시 의창구 의창대로 51-7||음식||||||곰달청기와||||kto
진고려삼계탕||128.5824701638|35.2325444062|관광공사맛집|055-255-3435|경상남도 창원시 마산회원구 양덕로 163||음식||||||진고려삼계탕||||kto
한우마을한식||128.7105058811|35.1415652757|관광공사맛집|055-552-2888|경상남도 창원시 진해구 진해대로979번길 27||음식|11:00 ~ 22:00|||||한우마을한식||||kto
청아한||128.7104282726|35.1355520597|관광공사맛집|055-544-9339|경상남도 창원시 진해구 천자로 419||음식|11:30 ~ 22:00 / 15:00 ~ 17:00 브레이크타임|||||청아한||||kto
남경횟집||128.3836035597|35.0489197601|관광공사맛집|055-673-2602|경상남도 고성군 회화면 당항길 154-11||맛집;음식|09:00 ~ 21:00|||||남경횟집||||kto
대궐산장||126.9394132839|37.7687355709|관광공사맛집|031-871-8989|경기도 양주시 백석읍 기산로440번길 177||꼬마통돼지바베큐;대궐산장;맛집;양주맛집;연중무휴;음식|10:00 ~ 22:00|||||대궐산장||||kto
효자할매집곰탕||127.1163063010|35.8132027545|관광공사맛집|063-223-2648, 2649|전라북도 전주시 완산구 서원로 199||맛집;음식|06:00 ~ 23:00|||||효자할매집곰탕||||kto
이어도횟집||126.4706464588|35.6239188367|관광공사맛집|063-582-4444|전라북도 부안군 변산면 격포항길 23||맛집;음식|09:00 ~ 22:00|||||이어도횟집||||kto
영화산장||127.2912294802|36.0289451253|관광공사맛집|063-262-3853|전라북도 완주군 경천면 구재길 364-4||맛집;음식|10:00 ~ 20:00|||||영화산장||||kto
물머리집||127.0537292642|35.9977973105|관광공사맛집|063-836-8558|전라북도 익산시 금마면 고도1길 56-5||맛집;음식|10:00 ~ 21:00|||||물머리집||||kto
시몽관/한정식||127.5165042163|34.9528930655|관광공사맛집|061-753-5555, 743-6666|전라남도 순천시 유동1길 10||맛집;음식|12:00 ~ 22:00|||||시몽관 한정식||||kto
노래미식당||127.7366458955|34.7400874110|관광공사맛집|061-662-3782|전라남도 여수시 중앙1길 10||맛집;음식|09:30 ~ 22:00|||||노래미식당||||kto
각산숯불갈비||128.5851468155|34.8499039920|관광공사맛집|055-632-0392|경상남도 거제시 거제면 거제남서로 3471||음식||||||각산숯불갈비||||kto
가마솥보리밥||128.6269535524|34.8777016369|관광공사맛집|055-637-8819|경상남도 거제시 거제중앙로5길 18||음식||||||가마솥보리밥||||kto
가마솥국밥||128.6074567052|34.8227324288|관광공사맛집|055-632-5363|경상남도 거제시 동부면 동부로 2||음식||||||가마솥국밥||||kto
5.5닭갈비||127.3954893963|36.3473856035|관광공사맛집|042-486-2315|대전광역시 서구 문정로 148||음식||||||5.5닭갈비||||kto
남다른감자탕고현점||128.6194538754|34.8901390004|관광공사맛집|055-638-2110|경상남도 거제시 거제중앙로31길 24||음식||||||남다른감자탕고현점||||kto
나들목횟집||128.6269420041|34.8942386770|관광공사맛집|055-638-3334|경상남도 거제시 중곡2로4길 13||음식||||||나들목횟집||||kto
그바다에/가면||128.7367438178|34.8847250569|관광공사맛집|055-681-5315|경상남도 거제시 능포로15길 5||음식||||||그바다에 가면||||kto
고현횟집||128.6227980013|34.8911667232|관광공사맛집|055-637-6355|경상남도 거제시 거제중앙로 1938-4||음식||||||고현횟집||||kto
